lines_disconnected;0
AISERL31MAGNY;[{'type': 'consignation_manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T1555Z', 'details': [{'type': 'consigné', 'start': '20241127T0000Z', 'end': '20241127T1550Z'}, {'type': 'manoeuvre', 'start': '20241127T1555Z', 'end': '20241127T1555Z'}]}]
BOISSL61GEN.P;[{'type': 'suav_manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T2355Z'}]}]
CHALOL31CHAL5;[{'type': 'consignation', 'start': '20241127T0000Z', 'end': '20241127T2355Z', 'details': [{'type': 'consigné', 'start': '20241127T0000Z', 'end': '20241127T2355Z'}]}]
CHALOL31LOUHA;[{'type': 'suav_manoeuvre', 'start': '20241127T1600Z', 'end': '20241127T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T1600Z', 'end': '20241127T2355Z'}]}]
COMMUL61VIELM;[{'type': 'consignation', 'start': '20241127T0000Z', 'end': '20241127T2355Z', 'details': [{'type': 'consigné', 'start': '20241127T0000Z', 'end': '20241127T2355Z'}]}]
CURTIL61ZCUR5;[{'type': 'suav_manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T2355Z'}]}]
GEN.PL61GENIS;[{'type': 'suav_manoeuvre', 'start': '20241127T0005Z', 'end': '20241127T0550Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0005Z', 'end': '20241127T0550Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241127T1005Z', 'end': '20241127T1355Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T1005Z', 'end': '20241127T1355Z'}]}]
GEN.PL62GENIS;[{'type': 'suav_manoeuvre', 'start': '20241127T0105Z', 'end': '20241127T0450Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0105Z', 'end': '20241127T0450Z'}]}]
GEN.PL63GENIS;[{'type': 'suav_manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T2355Z'}]}]
GEN.PL64GENIS;[{'type': 'suav_manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T0550Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T0550Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241127T1005Z', 'end': '20241127T1450Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T1005Z', 'end': '20241127T1450Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241127T2205Z', 'end': '20241127T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T2205Z', 'end': '20241127T2355Z'}]}]
GEN.PL66GENIS;[{'type': 'suav_manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T2355Z'}]}]
GEN.PY762;[{'type': 'consignation', 'start': '20241127T0000Z', 'end': '20241127T2355Z', 'details': [{'type': 'consigné', 'start': '20241127T0000Z', 'end': '20241127T2355Z'}]}]
VIELMY762;[{'type': 'suav_manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T0520Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T0520Z'}]}]
CHALOY632;[{'type': 'suav_manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T1605Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T1605Z'}]}]
GENISY611;[{'type': 'suav_manoeuvre', 'start': '20241127T0005Z', 'end': '20241127T0550Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0005Z', 'end': '20241127T0550Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241127T1005Z', 'end': '20241127T1355Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T1005Z', 'end': '20241127T1355Z'}]}]
GENISY614;[{'type': 'suav_manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T0550Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T0550Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241127T1005Z', 'end': '20241127T1450Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T1005Z', 'end': '20241127T1450Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241127T2205Z', 'end': '20241127T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T2205Z', 'end': '20241127T2355Z'}]}]
GENISY613;[{'type': 'suav_manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T2355Z'}]}]
GENISY612;[{'type': 'suav_manoeuvre', 'start': '20241127T0105Z', 'end': '20241127T0450Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0105Z', 'end': '20241127T0450Z'}]}]
GENISY616;[{'type': 'suav_manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T2355Z'}]}]
N.SE5Y712;[{'type': 'suav_manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T0250Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0000Z', 'end': '20241127T0250Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241127T0930Z', 'end': '20241127T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241127T0930Z', 'end': '20241127T2355Z'}]}]
