lines_disconnected;0
BOISSL61GEN.P;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T2355Z'}]}]
C.REGL62VIELM;[{'type': 'consignation', 'start': '20240923T0000Z', 'end': '20240923T0350Z', 'details': [{'type': 'consigné', 'start': '20240923T0000Z', 'end': '20240923T0350Z'}]}]
CHALOL31LOUHA;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0515Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0515Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240923T1130Z', 'end': '20240923T1705Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T1130Z', 'end': '20240923T1705Z'}]}]
CURTIL61ZCUR5;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T2355Z'}]}]
GEN.PL61GENIS;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0450Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0450Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240923T1105Z', 'end': '20240923T1555Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T1105Z', 'end': '20240923T1555Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240923T2205Z', 'end': '20240923T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T2205Z', 'end': '20240923T2355Z'}]}]
GEN.PL62GENIS;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0450Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0450Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240923T1305Z', 'end': '20240923T1550Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T1305Z', 'end': '20240923T1550Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240923T2205Z', 'end': '20240923T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T2205Z', 'end': '20240923T2355Z'}]}]
GEN.PL63GENIS;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T2355Z'}]}]
GEN.PL64GENIS;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0350Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0350Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240923T1305Z', 'end': '20240923T1550Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T1305Z', 'end': '20240923T1550Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240923T2305Z', 'end': '20240923T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T2305Z', 'end': '20240923T2355Z'}]}]
GROSNL61ZCUR5;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T2355Z'}]}]
H.PAUL61ZCUR5;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T2355Z'}]}]
GEN.PY762;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T2355Z'}]}]
GROSNY771;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0415Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0415Z'}]}]
GROSNY762;[{'type': 'consignation', 'start': '20240923T0000Z', 'end': '20240923T2355Z', 'details': [{'type': 'consigné', 'start': '20240923T0000Z', 'end': '20240923T2355Z'}]}]
VIELMY771;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0425Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0425Z'}]}]
VIELMY762;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0710Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0710Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240923T2225Z', 'end': '20240923T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T2225Z', 'end': '20240923T2355Z'}]}]
VIELMY763;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0350Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0350Z'}]}]
CPVANY632;[{'type': 'consignation', 'start': '20240923T0000Z', 'end': '20240923T2355Z', 'details': [{'type': 'consigné', 'start': '20240923T0000Z', 'end': '20240923T2355Z'}]}]
GENISY611;[{'type': 'suav_manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0450Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T0000Z', 'end': '20240923T0450Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240923T1105Z', 'end': '20240923T1555Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T1105Z', 'end': '20240923T1555Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240923T2205Z', 'end': '20240923T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240923T2205Z', 'end': '20240923T2355Z'}]}]
