lines_disconnected;0
GEN.PY762;[{'type': 'suav_manoeuvre', 'start': '20240828T0000Z', 'end': '20240828T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240828T0000Z', 'end': '20240828T2355Z'}]}]
CHALOY632;[{'type': 'suav_manoeuvre', 'start': '20240828T2120Z', 'end': '20240828T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240828T2120Z', 'end': '20240828T2355Z'}]}]
CPVANY632;[{'type': 'consignation', 'start': '20240828T0000Z', 'end': '20240828T2355Z', 'details': [{'type': 'consigné', 'start': '20240828T0000Z', 'end': '20240828T2355Z'}]}]
GENISY615;[{'type': 'suav_manoeuvre', 'start': '20240828T0005Z', 'end': '20240828T0355Z', 'details': [{'type': 'manoeuvre', 'start': '20240828T0005Z', 'end': '20240828T0355Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240828T0705Z', 'end': '20240828T1455Z', 'details': [{'type': 'manoeuvre', 'start': '20240828T0705Z', 'end': '20240828T1455Z'}]}]
GENISY614;[{'type': 'suav_manoeuvre', 'start': '20240828T0000Z', 'end': '20240828T0350Z', 'details': [{'type': 'manoeuvre', 'start': '20240828T0000Z', 'end': '20240828T0350Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240828T0705Z', 'end': '20240828T1450Z', 'details': [{'type': 'manoeuvre', 'start': '20240828T0705Z', 'end': '20240828T1450Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240828T2305Z', 'end': '20240828T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240828T2305Z', 'end': '20240828T2355Z'}]}]
GENISY613;[{'type': 'suav_manoeuvre', 'start': '20240828T0000Z', 'end': '20240828T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240828T0000Z', 'end': '20240828T2355Z'}]}]
GENISY612;[{'type': 'suav_manoeuvre', 'start': '20240828T0000Z', 'end': '20240828T0450Z', 'details': [{'type': 'manoeuvre', 'start': '20240828T0000Z', 'end': '20240828T0450Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240828T0705Z', 'end': '20240828T1650Z', 'details': [{'type': 'manoeuvre', 'start': '20240828T0705Z', 'end': '20240828T1650Z'}]}, {'type': 'suav_manoeuvre', 'start': '20240828T2205Z', 'end': '20240828T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240828T2205Z', 'end': '20240828T2355Z'}]}]
GENISY616;[{'type': 'suav_manoeuvre', 'start': '20240828T1105Z', 'end': '20240828T1355Z', 'details': [{'type': 'manoeuvre', 'start': '20240828T1105Z', 'end': '20240828T1355Z'}]}]
PYMONY632;[{'type': 'consignation', 'start': '20240828T0000Z', 'end': '20240828T2355Z', 'details': [{'type': 'consigné', 'start': '20240828T0000Z', 'end': '20240828T2355Z'}]}]
TAVA5Y612;[{'type': 'suav_manoeuvre', 'start': '20240828T0000Z', 'end': '20240828T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20240828T0000Z', 'end': '20240828T2355Z'}]}]
