BUGEY7G2;BUGEY7G3;BUGEY7G4;BUGEY7G5;BXNE IN1;BXNE IN3;BXNE IN4;BXNE INF;BXNE ING;GEN.P6G1;GEN.P6G2;GEN.P6G3;GEN.P6G4;GEN.P6G5;GEN.P6G6;N.SE17GROUP.1;N.SE27GROUP.2;TAVAU6GROUP.1;TAVAU6GROUP.2;VIELMIN1;VIELMIN2;VIELMIN3;VIELMINF;VIELMING;VOUGL.HG1;VOUGL.HG2;VOUGL.HG3;VOUGL.HG4
0.0;932.2;895.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.2;0.0;65.9;66.8;64.9;1336.7;0.0;0.0;0.0;4.5;5.2;2.5;0.0;0.0;0.0;0.0;0.0;0.0
0.0;930.3;891.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.6;0.0;66.3;68.7;66.3;1337.0;0.0;0.0;0.0;4.7;5.2;1.8;0.0;0.0;0.0;0.0;0.0;-65.6
0.0;925.6;886.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.3;0.0;66.0;67.6;65.6;1337.1;0.0;0.0;0.0;4.2;4.7;1.9;0.0;0.0;0.0;0.0;0.0;-65.8
0.0;930.3;891.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.4;0.0;66.3;68.5;66.3;1332.8;0.0;0.0;0.0;4.7;3.2;1.6;0.0;0.0;0.0;0.0;0.0;-64.9
0.0;925.5;891.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.5;0.0;66.3;68.5;66.3;1333.9;0.0;0.0;0.0;3.2;3.7;1.5;0.0;0.0;0.0;0.0;0.0;-66.2
0.0;925.7;892.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.6;0.0;66.3;68.5;66.3;1337.8;0.0;0.0;0.0;4.9;6.1;1.9;0.0;0.0;0.0;0.0;0.0;-65.3
0.0;930.9;899.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.0;0.0;66.2;68.3;66.2;1338.0;0.0;0.0;0.0;3.2;4.1;1.2;0.0;0.0;0.0;0.0;0.0;-65.2
0.0;926.4;895.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.6;0.0;66.2;67.6;66.1;1338.8;0.0;0.0;0.0;3.6;2.9;1.1;0.0;0.0;0.0;0.0;0.0;0.0
0.0;929.0;897.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.4;0.0;66.1;68.0;66.1;1340.4;0.0;0.0;0.0;2.7;1.9;0.9;0.0;0.0;0.0;54.6;0.0;0.0
0.0;929.3;898.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.0;0.0;66.1;68.0;66.1;1338.8;0.0;0.0;0.0;2.3;1.6;0.9;0.0;0.0;0.0;58.6;0.0;0.0
