lines_disconnected;0
BOCTOL72N.SE5;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z'}]}]
BOISSL61GEN.P;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z'}]}]
BUGEYL72SSV.O;[{'type': 'suav_manoeuvre', 'start': '20241011T0940Z', 'end': '20241011T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0940Z', 'end': '20241011T2355Z'}]}]
CHAL5L31MOLLE;[{'type': 'consignation_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T1325Z', 'details': [{'type': 'consigné', 'start': '20241011T0000Z', 'end': '20241011T1320Z'}, {'type': 'manoeuvre', 'start': '20241011T1325Z', 'end': '20241011T1325Z'}]}]
CHALOL31CHAL5;[{'type': 'consignation_manoeuvre', 'start': '20241011T0730Z', 'end': '20241011T1325Z', 'details': [{'type': 'consigné', 'start': '20241011T0730Z', 'end': '20241011T1320Z'}, {'type': 'manoeuvre', 'start': '20241011T1325Z', 'end': '20241011T1325Z'}]}]
CHALOL31LOUHA;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z'}]}]
CURTIL61ZCUR5;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z'}]}]
GEN.PL61GENIS;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T0840Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T0840Z'}]}]
GEN.PL63GENIS;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z'}]}]
GEN.PL64GENIS;[{'type': 'suav_manoeuvre', 'start': '20241011T0845Z', 'end': '20241011T1430Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0845Z', 'end': '20241011T1430Z'}]}]
M.SEIL72VIELM;[{'type': 'consignation', 'start': '20241011T0010Z', 'end': '20241011T1435Z', 'details': [{'type': 'consigné', 'start': '20241011T0010Z', 'end': '20241011T1435Z'}]}]
GEN.PY762;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T1140Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T1140Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241011T1610Z', 'end': '20241011T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T1610Z', 'end': '20241011T2355Z'}]}]
GROSNY771;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z'}]}]
GROSNY761;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z'}]}]
VIELMY771;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T0430Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T0430Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241011T1140Z', 'end': '20241011T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T1140Z', 'end': '20241011T2355Z'}]}]
VIELMY762;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T0510Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T0510Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241011T2240Z', 'end': '20241011T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T2240Z', 'end': '20241011T2355Z'}]}]
VIELMY763;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T0430Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T0430Z'}]}]
GENISY611;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T0840Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T0840Z'}]}]
GENISY614;[{'type': 'suav_manoeuvre', 'start': '20241011T0845Z', 'end': '20241011T1430Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0845Z', 'end': '20241011T1430Z'}]}]
GENISY613;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z'}]}]
N.SE5Y712;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z'}]}]
TAVA5Y612;[{'type': 'suav_manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241011T0000Z', 'end': '20241011T2355Z'}]}]
