AISER3SAUX.1;AISER3TSNCF.1;AUXON3TR312;AUXON3TR313;B.ROC3G1;B.ROC3G2;B.ROC3X1;B.ROC3X2;BEON3 TR311;BOCTO7N.SE5-Y71G;BOCTO7N.SE5-Y71H;BUGEY1TS2;BUGEY1TS3;BUGEY1TS4;BUGEY1TS5;BXNE3 TR311;BXNE3 TR313;BXNE53G1;C.FOU3TR311;C.FOU3TR313;C.REG3TR314;C.REG6TR613;C.REG6TR614;C.REG6TR615;C.SAU3TR311;C.SAU3TR312;CHAGN3TSNCF.1;CHAGN3X1;CHAL53G1;CHALO3TR311;CHALO3TR312;CHALO3TR313;CIZE6 T611SNCF;CIZE6 T612SNCF;COLLO3TSNCF.1;COMMU6TR612;COMMU6TR613;COMMU6TSNCF.1;CORGO3SAUX.1;CORGO3TSNCF.1;COUCH3TR312;CPVAN3TR311;CPVAN3TR312;CUISE3TR311;CURTI6TSNCF.1;CURTI6TSNCF.2;FRON53SAUX.1;FRON53TSNCF.1;FTAIN3TSNCF.1;G.CHE3TR311;G.CHE3TR312;GENLI3TR311;GENLI3TR312;GEVRE3G1;GEVRE3X1;GEVRE3X2;KIR3  TR311;KIR3  TR312;LOUHA3TR312;LOUHA3TR313;MACON6TR611;MACON6TR612;MERVA3SAUX.1;MERVA3TSNCF;MEURS3G1;MEURS3SAUX.1;MOLLE3TR311;MOLLE3TR313;MTAGN3TR311;MTAGN3TR313;N.GEO3TR311;N.GEO3TR312;N.SE17TS1;N.SE27TS2;NAVIL3SAUX.1;NAVIL3TSNCF;P.SAO3TR311;P.SAO3TR312;PERRI3G1;PERRI3G2;PERRI3G3;PYMON6TR613.C;PYMON6TR613.F;PYMON6TR614.C;PYMON6TR614.F;RIBAU3TSNCF.1;ROMEL3TR311;ROMEL3TR312;RONCI3SAUX.1;RONCI3TSNCF.1;SAISS3T311;SAISS3T312;SSUSU3SAUX.1;SSUSU3TSNCF;TAVAU6T10.T32;TAVAU6T7.T9.T31;TILLE3TSNCF.1;VELAR3G1;VELAR3G2;VIELM3TR311;VIELM3TR312;VIELM3TR313;VOSNE3SAUX.1;VOSNE3TSNCF.1;VOUGL3T311S.A.;.VERBL61GEN.P;.VERBL62GEN.P;ARBOIL31CPVAN;ARLODL61GEN.P;B.TOLL71GEN.P;BLYE L31SAISS;BOCTOL71MORBR;BOCTOL72MORBR;BOISSL61C.FO6;BOISSL61CUS.P;BOISSL61MEUNI;BOISSL61MEYZI;BOISSL62CUS.P;BOISSL62MIONS;BOISSL63SSV.E;BOISSY631;BOISSY632;BOISSY633;BOISSY761;BOISSY762;BREU5L61H.PAU;BREVAL31CPVAN;C.REGL31COUB6;C.REGL31LAVOI;C.REGL31MARC6;C.REGL31SSAPO;C.REGL32LAVOI;C.REGL32MARC6;C.REGL33LAVOI;C.ROYL31CHALO;CBRY L71M.SEI;CHA.NL31CHALO;CHA.NL32CHALO;CHA.NL33CHALO;CHAFFL71SSV.O;CHAFFL72SSV.O;CHAFFL73SSV.O;CHAFFL74SSV.O;CHALOL31CHAL6;CHALOL31SENNE;CHALOL32VAREN;CHANCL32VOUGL;CHARPL71SSV.O;CHARPL72SSV.O;CHAV6L61GEN.P;CHESNL71M.SEI;CHESNL72M.SEI;CORNIL62GEN.P;CORNIL71GEN.P;CPDIVL32CPVAN;CPNOLL61GEN.P;CPVANL31MESNA;CPVANL31ZBRE6;CRENEL71REVIG;CRENEY766;CRENEY778;CREYSL71G.ILE;CREYSL72G.ILE;CRIMOL31ZCRIM;DARCEL61VIELM;F.FREL71M.SEI;FLEYRY631;FLEYRY632;FRASNL71GEN.P;G.CHEL31SSAM6;G.CHEL31SSAM7;GEN.PL61SERRI;GEN.PL61ZCRUS;GEN.PY711;GROSNY711;GUEUGY631;GUEUGY632;GUEUGY633;H.PAUY634;H.PAUY635;H.PAUY651;H.PAUY652;H.PAUY712;HOUDRL71M.SEI;HOUDRL72M.SEI;IZERNY631;IZERNY633;JOUX L61ZJOUX;L.SAUL31PYMON;L.SAUL32PYMON;L.SAUL33PYMON;M.SEIY741;M.SEIY742;M.SEIY743;M.SEIY744;MACONY631;MACONY632;MACONY633;MAGNYL31TRIEY;MOREZL31SAISS;P.BERL31PERRI;P.BERL31ROMEL;SARRYL61VIELM;SAULIL31VIELM;SEREIL71VIELM;SSCL5L31VOUGL;VENARL31VIELM;VERREL31VIELM;VERREL32VIELM;VIELML31ZE.CR;VIELML31ZPOIS;VIELMY711;VOUGLL31ZS.M5;VOUGLL32ZP.SA
0.8;0.8;3.4;3.4;0.0;0.0;0.0;0.0;7.0;0.0;1.2;30.8;16.0;37.8;-0.2;2.2;2.2;0.0;3.5;3.5;-0.5;8.0;5.0;9.5;6.6;6.6;0.1;0.1;1.4;8.5;8.5;8.5;-1.6;-1.6;0.3;0.0;0.0;3.2;0.0;0.0;20.5;1.7;1.7;6.5;-0.7;0.0;-0.2;-0.2;0.5;5.4;5.4;3.0;3.0;-3.7;-3.7;-3.7;3.0;3.0;7.0;7.0;-0.4;0.0;-1.2;-1.2;-0.2;-0.2;5.3;5.3;9.4;7.5;4.3;4.3;46.0;46.0;0.2;0.2;3.2;3.2;0.1;0.1;0.1;0.0;0.0;0.0;0.0;14.7;7.2;7.2;-0.6;-0.6;3.7;3.7;0.6;0.6;59.6;59.6;0.0;-0.2;-0.2;5.7;5.7;5.7;1.3;1.3;4.8;0.0;73.7;12.0;2.1;51.0;-0.1;285.7;278.4;34.1;-81.4;29.5;17.1;0.0;-4.9;43.4;24.9;24.8;24.5;-142.9;0.0;0.0;0.0;12.4;7.1;7.7;17.0;9.4;6.1;6.0;6.0;-131.4;8.4;8.4;8.2;231.0;230.9;227.9;228.1;7.6;12.3;13.0;4.9;-216.8;-214.6;83.6;-28.0;-27.9;27.3;380.7;7.3;0.0;10.8;31.2;-0.6;264.9;0.0;0.0;714.7;-0.6;-32.6;-342.2;29.6;29.6;387.4;0.0;-7.4;38.4;30.2;0.1;0.1;0.0;19.6;19.4;18.4;22.8;5.3;5.3;0.2;546.6;546.5;18.2;19.5;27.3;12.3;-0.0;12.3;21.3;9.3;34.1;16.0;22.0;21.8;23.3;12.4;1.3;10.7;0.0;-100.4;0.0;-147.0;1.6;-0.9;-4.2;-4.0;4.4;0.0;0.1;4.6;1.2
0.4;0.4;3.3;3.3;0.2;0.2;0.2;0.2;6.2;-0.1;-0.1;30.7;15.2;37.7;-0.3;2.4;2.4;0.0;3.1;3.1;1.2;8.4;5.2;10.0;6.6;6.6;0.2;0.2;0.0;7.8;7.8;7.8;-1.3;-1.3;0.1;0.0;0.0;3.6;0.0;0.0;15.4;6.1;6.1;7.1;-0.4;0.0;-0.3;-0.3;1.5;4.9;4.9;2.9;2.9;-2.9;-2.9;-2.9;2.6;2.6;6.5;6.5;-0.3;0.0;-1.3;-1.3;-0.3;-0.3;4.8;4.8;9.4;7.5;4.3;4.3;46.0;46.0;-0.1;-0.1;3.0;3.0;0.1;0.1;0.1;0.0;0.0;0.4;0.4;6.9;7.2;7.2;-0.3;-0.3;3.7;3.7;1.0;1.0;60.1;60.1;0.0;-0.1;-0.1;5.7;5.7;5.7;0.2;0.2;3.4;0.0;46.2;11.2;3.1;-28.5;-0.1;275.9;268.9;32.4;-88.7;20.8;26.6;0.0;18.2;45.4;23.4;23.4;23.3;-135.5;0.0;0.0;0.0;11.4;6.7;6.4;16.2;8.7;4.9;5.6;5.1;-198.6;8.4;8.4;7.8;308.9;308.7;304.7;305.0;7.3;11.2;10.6;3.1;-218.2;-216.1;99.8;-37.4;0.0;26.7;381.7;7.3;0.0;9.9;27.8;22.7;259.7;0.0;0.0;723.0;-1.1;-39.4;-316.5;26.8;26.9;303.3;0.0;-7.4;43.4;29.6;0.1;0.1;0.0;17.5;17.3;17.2;20.6;5.3;5.3;0.2;517.4;517.3;15.6;16.2;32.0;12.2;0.0;12.2;20.3;8.5;32.5;14.5;20.4;20.2;21.6;10.8;1.4;10.1;0.0;-104.5;0.0;-169.8;2.5;-1.5;-4.6;-4.3;4.4;0.0;0.1;2.9;1.9
1.0;1.0;2.8;2.8;0.1;0.1;0.1;0.1;5.4;0.0;2.4;30.3;12.5;37.3;-0.7;2.3;2.3;0.0;2.9;2.9;1.6;7.4;3.9;8.9;6.1;6.1;0.2;0.2;0.1;8.0;8.0;8.0;-1.5;-1.5;0.1;0.0;0.0;3.2;0.0;0.0;11.6;2.8;2.8;5.9;0.1;0.0;-0.1;-0.1;0.1;5.3;5.3;2.8;2.8;-1.6;-1.6;-1.6;2.5;2.5;5.5;5.5;0.1;0.0;-2.0;-2.0;0.0;0.0;4.8;4.8;9.2;7.3;3.8;3.8;46.0;46.0;0.3;0.3;2.6;2.6;0.2;0.2;0.2;0.0;0.0;0.0;0.0;10.3;6.9;6.9;-0.7;-0.7;3.2;3.2;1.6;1.6;59.9;59.9;0.1;-0.1;-0.1;5.8;5.8;5.8;0.3;0.3;2.1;0.0;42.0;11.4;3.3;-55.1;-0.1;263.5;256.8;30.8;-91.3;18.4;32.0;0.0;21.0;47.2;24.3;24.2;22.8;-133.8;0.0;0.0;0.0;10.5;6.4;6.7;15.4;8.3;5.1;5.3;4.8;-224.8;8.4;8.4;7.9;326.1;325.8;321.6;321.9;7.4;9.0;8.9;3.1;-209.9;-207.8;104.9;-34.7;0.0;26.2;387.3;6.8;0.0;10.2;26.7;45.2;269.5;0.0;0.0;734.2;-0.8;-38.0;-284.7;25.4;26.0;291.5;0.0;-6.8;42.8;29.3;0.1;0.1;0.0;16.7;16.5;17.4;20.8;4.5;4.5;0.2;527.9;527.9;15.0;15.6;34.0;11.4;0.0;11.4;20.5;8.9;32.8;15.3;19.9;19.7;21.1;10.5;1.5;9.6;0.0;-104.4;0.0;-176.3;3.3;-2.0;-4.4;-4.2;6.2;0.0;0.1;2.9;2.9
0.7;0.7;2.5;2.5;0.9;0.9;0.9;0.9;5.5;-0.7;-0.7;30.6;14.5;37.6;-0.4;2.5;2.5;0.0;2.8;2.8;2.5;7.7;4.1;8.7;6.1;6.1;0.2;0.2;0.3;7.4;7.4;7.4;-2.5;-2.5;0.0;0.0;0.0;3.4;0.0;0.0;13.5;4.9;4.9;5.7;-0.7;0.0;0.0;0.0;0.6;4.9;4.9;2.2;2.2;-1.9;-1.9;-1.9;2.1;2.1;5.6;5.6;-0.4;0.0;-1.3;-1.3;-0.3;-0.3;5.0;5.0;8.8;6.8;3.8;3.8;46.0;46.0;0.2;0.2;2.6;2.6;0.2;0.2;0.2;0.0;0.0;-0.3;-0.3;8.0;6.5;6.5;-0.1;-0.1;2.9;2.9;1.5;1.5;60.1;60.1;0.0;0.0;0.0;5.4;5.4;5.4;0.3;0.3;-0.4;0.0;38.4;10.3;2.6;-70.9;-0.1;239.3;233.2;29.4;-91.7;14.5;37.1;0.0;22.1;48.5;23.5;23.5;22.2;-124.8;0.0;0.0;0.0;10.4;5.8;6.9;15.4;7.5;5.2;4.8;4.8;-257.3;8.3;8.4;7.2;341.3;341.0;336.6;337.0;6.8;9.0;8.9;2.9;-224.4;-222.2;116.6;-42.9;0.0;30.2;418.2;6.4;0.0;9.3;27.1;24.5;271.4;0.0;0.0;813.2;-0.5;-45.3;-329.5;24.6;25.2;292.6;0.0;-7.4;43.8;32.9;0.1;0.1;0.0;16.3;16.1;16.6;20.1;4.2;4.2;0.2;557.3;557.3;13.5;14.1;35.8;10.8;0.0;10.8;20.4;9.1;32.6;15.6;19.5;19.3;20.6;10.4;1.6;9.0;0.0;-110.4;0.0;-199.6;3.8;-2.6;-4.9;-4.4;6.1;0.0;0.1;2.7;3.4
1.2;1.2;2.4;2.4;0.0;0.0;0.0;0.0;4.9;-0.2;-0.2;30.5;14.2;37.5;-0.5;3.2;3.2;0.0;2.7;2.7;2.5;6.7;3.8;8.6;6.1;6.1;0.2;0.2;-0.5;6.3;6.3;6.3;-2.7;-2.7;0.0;0.0;0.0;2.8;0.0;0.0;17.2;0.8;0.8;5.6;-0.5;0.0;-0.9;-0.9;0.8;5.5;5.5;2.2;2.2;-3.5;-3.5;-3.5;2.6;2.6;4.9;4.9;-0.3;0.0;-1.6;-1.6;-0.3;-0.3;4.6;4.6;8.7;7.3;3.8;3.8;46.0;46.0;0.4;0.4;2.5;2.5;0.0;0.0;0.0;0.0;0.0;0.4;0.4;12.6;6.9;6.9;-0.2;-0.2;2.9;2.9;2.0;2.0;59.8;59.8;0.0;-0.2;-0.2;5.1;5.1;5.1;0.7;0.7;2.2;0.0;44.3;11.2;-1.2;-42.7;-0.1;242.5;236.3;28.8;-93.4;11.6;38.1;0.0;25.1;48.7;23.5;23.4;21.7;-117.4;0.0;0.0;0.0;10.5;5.8;6.7;15.4;7.5;5.1;4.9;4.5;-264.9;8.4;8.4;7.8;353.1;352.8;348.3;348.6;7.3;9.0;8.2;2.3;-238.7;-236.4;119.2;-27.7;0.0;34.3;441.0;6.0;0.0;10.1;28.2;16.6;268.8;0.0;0.0;867.5;-0.2;-51.7;-341.4;23.4;24.0;263.7;0.0;-6.3;43.4;36.5;0.1;0.1;0.0;16.5;16.3;16.3;20.0;4.3;4.3;0.2;544.1;544.0;12.8;13.3;36.7;10.6;0.0;10.6;19.5;8.5;31.3;14.6;19.6;19.4;20.7;10.2;1.1;8.4;0.0;-113.3;0.0;-214.2;1.8;-2.7;-4.7;-4.6;5.4;0.0;0.1;2.2;1.5
0.4;0.4;2.4;2.4;0.1;0.1;0.1;0.1;5.5;-1.1;-1.1;30.7;15.7;37.7;-0.3;2.6;2.6;0.0;2.6;2.6;2.0;7.4;4.2;9.6;6.4;6.4;0.1;0.1;-0.1;7.7;7.7;7.7;-2.8;-2.8;-0.1;0.0;0.0;3.8;0.0;0.0;12.6;1.7;1.7;5.8;-0.3;0.0;0.0;0.0;1.0;5.2;5.2;2.1;2.1;0.0;0.0;0.0;2.2;2.2;4.8;4.8;0.0;0.0;-0.7;-0.7;-0.3;-0.3;4.5;4.5;9.7;8.4;0.0;0.0;46.0;46.0;0.2;0.2;2.4;2.4;0.1;0.1;0.1;0.0;0.0;0.4;0.4;11.3;7.1;7.1;-0.4;-0.4;2.7;2.7;1.3;1.3;59.5;59.5;0.1;-0.1;-0.1;5.2;5.2;5.2;1.2;1.2;1.3;0.0;49.2;10.3;1.0;-13.6;-0.1;200.7;195.6;29.8;-93.1;12.9;34.6;0.0;20.9;47.9;24.1;24.0;22.3;-115.0;0.0;0.0;0.0;10.4;5.7;6.7;15.4;7.3;5.1;4.7;4.5;-288.2;8.3;8.4;7.3;341.8;341.5;337.1;337.5;6.8;7.9;7.3;2.1;-251.3;-248.9;118.6;-61.8;0.0;37.6;454.0;6.0;0.0;9.4;27.9;21.9;262.5;0.0;0.0;866.9;-1.5;-51.9;-319.6;23.5;23.5;269.8;0.0;-5.7;42.7;40.4;0.1;0.1;0.0;16.4;16.2;16.4;20.1;4.3;4.3;0.2;546.8;546.7;13.0;13.5;36.2;10.5;0.0;10.5;18.8;7.9;30.2;13.6;19.0;18.8;20.1;10.2;1.5;8.8;0.0;-115.8;0.0;-225.4;3.0;-3.2;-5.4;-5.0;5.5;0.0;0.1;1.9;2.6
0.6;0.6;2.4;2.4;0.1;0.1;0.1;0.1;5.3;-1.4;-1.4;31.0;17.4;38.0;0.1;2.7;2.7;0.0;2.4;2.4;2.2;6.8;3.9;8.2;5.7;5.7;0.0;0.0;0.7;8.1;8.1;8.1;-1.3;-1.3;0.4;0.0;0.0;4.3;0.0;0.0;12.3;2.8;2.8;6.3;-0.2;0.0;0.0;0.0;0.5;4.9;4.9;1.9;1.9;0.0;0.0;0.0;2.1;2.1;4.9;4.9;0.5;0.0;-1.0;-1.0;-0.2;-0.2;4.6;4.6;10.8;9.4;0.0;0.0;46.0;46.0;0.4;0.4;2.1;2.1;0.1;0.1;0.1;0.0;0.0;0.7;0.7;9.1;6.9;6.9;-0.4;-0.4;2.8;2.8;0.9;0.9;59.8;59.8;0.0;-0.1;-0.1;5.6;5.6;5.6;0.7;0.7;0.4;0.0;54.8;12.7;-1.8;25.0;-0.1;170.9;166.5;28.8;-99.3;14.0;32.6;0.0;23.1;45.9;23.7;23.6;21.5;-110.9;0.0;0.0;0.0;10.6;5.6;7.5;14.6;7.3;5.8;4.7;4.5;-315.5;8.4;8.5;7.3;325.2;324.9;320.7;321.1;6.8;7.8;7.3;2.4;-278.5;-275.8;119.1;-121.8;0.0;41.0;463.5;6.0;0.0;11.8;30.0;90.4;271.0;0.0;0.0;879.6;-0.3;-46.3;-287.4;22.4;22.4;312.0;0.0;-5.7;42.7;43.5;0.1;0.1;0.0;16.4;16.2;16.7;20.6;4.9;4.9;0.2;593.9;593.8;12.4;12.9;33.3;10.4;0.0;10.4;19.3;8.0;31.0;13.7;19.3;19.1;20.4;11.0;1.0;8.5;0.0;-120.8;0.0;-244.6;1.6;-3.4;-5.2;-4.9;5.5;0.0;0.1;2.2;1.3
0.3;0.3;2.4;2.4;0.2;0.2;0.2;0.2;5.3;-3.0;-3.0;30.7;15.6;37.7;-0.3;3.2;3.2;0.0;2.5;2.5;0.1;7.1;4.1;9.2;5.7;5.7;0.1;0.1;-0.3;8.3;8.3;8.3;-2.9;-2.9;0.4;0.0;0.0;3.0;0.0;0.0;15.1;4.3;4.3;5.6;-0.6;0.0;-0.9;-0.9;0.4;5.4;5.4;2.0;2.0;-2.0;-2.0;-2.0;2.1;2.1;5.1;5.1;-0.3;0.0;-1.3;-1.3;-0.2;-0.2;4.1;4.1;8.5;7.3;3.8;3.8;46.0;46.0;0.0;0.0;2.5;2.5;0.1;0.1;0.1;0.0;0.0;0.4;0.4;7.4;6.8;6.8;-0.2;-0.2;2.5;2.5;1.7;1.7;60.4;60.4;0.1;-0.1;-0.1;5.4;5.4;5.4;0.2;0.2;1.6;0.0;73.4;12.4;0.7;10.3;-0.1;177.6;173.1;29.0;-94.5;34.9;21.9;0.0;3.4;42.4;23.9;23.8;21.8;-117.8;0.0;0.0;0.0;11.2;5.8;8.6;14.6;7.5;6.8;4.9;4.5;-301.1;8.3;8.3;7.3;292.9;292.6;288.9;289.2;6.8;11.1;9.7;2.2;-265.4;-262.8;104.5;-142.5;0.0;38.8;434.8;6.4;0.0;11.4;32.0;116.2;276.8;0.0;0.0;813.6;-0.8;-35.0;-235.0;23.9;24.0;371.5;0.0;-6.3;39.1;41.6;0.1;0.1;0.0;16.6;16.4;16.8;21.2;4.9;4.9;0.2;617.4;617.3;12.9;13.5;34.6;10.4;0.0;10.4;19.9;8.6;31.9;14.7;18.4;18.2;19.4;11.7;1.4;8.5;0.0;-115.5;0.0;-221.6;2.7;-3.0;-4.6;-4.2;5.1;0.0;0.1;2.0;2.3
0.3;0.3;2.7;2.7;0.1;0.1;0.1;0.1;5.1;-0.6;-0.6;30.9;16.3;37.9;-0.1;4.8;4.8;0.0;2.6;2.6;2.0;6.3;3.9;8.7;5.6;5.6;0.4;0.4;1.2;8.1;8.1;8.1;-1.9;-1.9;-0.2;0.0;0.0;25.0;0.0;0.0;14.1;3.7;3.7;5.7;-0.9;0.0;-0.1;-0.1;0.9;5.0;5.0;2.2;2.2;-1.5;-1.5;-1.5;2.3;2.3;5.2;5.2;-0.3;0.0;-0.9;-0.9;-0.2;-0.2;4.3;4.3;9.0;8.0;3.8;3.8;46.0;46.0;0.1;0.1;2.7;2.7;0.2;0.2;0.2;0.0;0.0;0.3;0.0;8.6;6.8;6.8;-0.3;-0.3;2.5;2.5;1.1;1.1;59.6;59.6;0.1;-0.1;-0.1;5.5;5.5;5.5;0.7;0.7;-0.6;0.0;71.0;12.1;4.1;24.6;-0.1;201.4;196.3;29.0;-92.0;20.0;27.2;0.0;8.2;45.0;23.9;23.8;21.4;-117.1;0.0;0.0;1.1;10.4;5.8;8.6;15.4;7.5;6.8;4.9;4.5;-279.9;8.1;8.2;8.0;292.6;292.3;288.6;288.9;7.5;9.0;9.7;1.9;-260.1;-257.6;105.5;-123.1;0.0;35.7;422.3;6.1;0.0;11.1;30.1;102.4;275.7;0.0;0.0;804.8;-0.6;-36.9;-223.9;23.8;23.9;343.9;0.0;-6.8;40.7;38.0;0.1;0.1;0.0;17.1;16.8;17.5;21.4;4.9;4.9;0.2;581.0;580.9;12.5;13.0;28.9;10.3;0.0;10.3;19.8;8.8;31.7;15.1;18.5;18.3;19.5;11.3;1.9;8.8;0.0;-115.8;0.0;-213.0;4.7;-2.8;-4.6;-4.3;5.7;0.0;0.1;1.8;4.1
0.3;0.3;2.6;2.6;0.1;0.1;0.1;0.1;4.5;-1.8;-1.8;30.6;14.0;37.6;-0.4;4.3;4.3;0.0;2.9;2.9;2.6;6.8;3.9;8.8;6.0;6.0;0.2;0.2;0.0;7.8;7.8;7.8;-2.5;-2.5;0.9;0.0;0.0;3.2;0.0;0.0;14.5;4.9;4.9;6.1;-0.8;0.0;-0.3;-0.3;1.0;4.8;4.8;1.9;1.9;-2.4;-2.4;-2.4;2.1;2.1;6.2;6.2;-0.3;0.0;-1.6;-1.6;-0.2;-0.2;4.6;4.6;9.1;8.1;3.3;3.3;46.0;46.0;0.2;0.2;2.8;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.5;7.1;7.1;-0.3;-0.3;2.6;2.6;1.1;1.1;59.5;59.5;0.4;-0.2;-0.2;5.2;5.2;5.2;0.6;0.6;0.4;0.0;87.7;12.0;0.7;31.8;-0.1;225.9;220.1;29.4;-83.6;22.8;23.9;0.0;-3.8;42.5;23.0;23.0;21.7;-118.6;0.0;0.0;0.0;10.6;5.6;8.8;14.6;7.3;7.1;4.7;4.8;-241.4;7.9;7.9;7.3;265.9;265.7;262.3;262.5;6.9;9.0;8.1;-0.6;-234.4;-232.2;98.5;-111.0;0.0;34.0;400.4;6.1;0.0;11.0;30.1;107.3;273.8;0.0;0.0;745.4;-0.4;-29.1;-199.6;25.1;25.1;364.0;0.0;-6.8;38.4;36.9;0.1;0.1;0.0;17.2;17.0;17.5;21.7;4.9;4.9;0.2;569.3;569.2;10.5;10.9;26.1;10.7;-0.0;10.7;19.7;8.1;31.6;13.9;19.4;19.2;20.5;11.4;1.4;8.1;0.0;-100.6;0.0;-183.8;3.4;-2.5;-4.1;-3.9;5.3;0.0;0.1;-0.6;2.9
