BUGEY7G2;BUGEY7G3;BUGEY7G4;BUGEY7G5;BXNE IN1;BXNE IN3;BXNE IN4;BXNE INF;BXNE ING;GEN.P6G1;GEN.P6G2;GEN.P6G3;GEN.P6G4;GEN.P6G5;GEN.P6G6;N.SE17GROUP.1;N.SE27GROUP.2;TAVAU6GROUP.1;TAVAU6GROUP.2;VIELMIN1;VIELMIN2;VIELMIN3;VIELMINF;VIELMING;VOUGL.HG1;VOUGL.HG2;VOUGL.HG3;VOUGL.HG4
23.8;23.7;23.8;24.0;64.5;64.5;64.5;63.0;63.0;15.0;15.6;15.0;15.0;14.9;15.0;20.7;20.0;29.2;33.0;64.0;64.0;64.0;63.0;63.0;10.0;10.0;10.0;10.0
23.8;23.9;24.0;24.0;64.8;64.8;64.8;63.0;63.0;15.0;15.0;15.0;15.0;15.0;15.0;20.6;20.0;29.1;33.0;64.2;64.2;64.2;63.0;63.0;10.0;10.0;10.0;10.0
23.7;23.7;23.9;24.0;64.3;64.3;64.3;63.0;63.0;15.0;15.0;15.0;15.0;15.0;15.0;20.6;20.0;28.8;33.0;63.4;63.4;63.4;63.0;63.0;10.0;10.0;10.0;10.0
23.9;23.9;24.0;24.0;65.1;65.1;65.1;63.0;63.0;15.0;15.0;15.0;15.0;15.0;15.0;20.7;20.0;29.1;33.0;64.5;64.5;64.5;63.0;63.0;10.0;10.0;10.0;10.0
23.8;23.8;23.9;24.0;65.3;65.3;65.3;63.0;63.0;15.0;15.0;15.0;15.0;15.0;15.0;20.7;20.0;29.1;33.0;64.6;64.6;64.6;63.0;63.0;10.0;10.0;10.0;10.0
23.8;23.8;23.8;24.0;65.0;65.0;65.0;63.0;63.0;15.0;15.0;15.0;15.0;15.0;15.0;20.7;20.0;29.0;33.0;64.4;64.4;64.4;63.0;63.0;10.0;10.0;10.0;10.5
23.8;24.0;24.1;24.0;65.1;65.1;65.1;63.0;63.0;15.0;15.0;15.0;15.0;15.0;15.0;20.9;20.0;29.0;33.0;64.5;64.5;64.5;63.0;63.0;10.0;10.0;10.0;10.5
23.9;24.0;24.1;24.0;65.1;65.1;65.1;63.0;63.0;15.0;15.0;15.0;15.0;15.0;15.0;20.8;20.0;29.0;33.0;64.5;64.5;64.5;63.0;63.0;10.0;10.0;10.0;10.5
23.8;24.0;24.1;24.0;65.1;65.1;65.1;63.0;63.0;15.0;15.0;15.0;15.0;14.6;15.0;20.4;20.0;29.0;33.0;64.5;64.5;64.5;63.0;63.0;10.0;10.0;10.0;10.5
23.8;24.2;24.3;24.0;64.8;64.8;64.8;63.0;63.0;15.0;15.0;15.0;15.0;15.5;15.0;20.4;20.0;29.1;33.0;64.6;64.6;64.6;63.0;63.0;10.0;10.0;10.0;10.0
23.9;24.6;24.7;24.0;65.3;65.3;65.3;63.0;63.0;15.0;15.9;15.0;15.0;15.6;15.0;19.8;20.0;29.4;33.0;65.2;65.2;65.2;63.0;63.0;10.0;10.0;10.0;10.0
23.9;24.5;24.6;24.0;64.2;64.2;64.2;63.0;63.0;15.0;15.3;15.0;15.0;14.8;15.0;19.7;20.0;29.2;33.0;64.3;64.3;64.3;63.0;63.0;10.0;10.2;10.1;10.1
