BUGEY7G2;BUGEY7G3;BUGEY7G4;BUGEY7G5;BXNE IN1;BXNE IN3;BXNE IN4;BXNE INF;BXNE ING;GEN.P6G1;GEN.P6G2;GEN.P6G3;GEN.P6G4;GEN.P6G5;GEN.P6G6;N.SE17GROUP.1;N.SE27GROUP.2;TAVAU6GROUP.1;TAVAU6GROUP.2;VIELMIN1;VIELMIN2;VIELMIN3;VIELMINF;VIELMING;VOUGL.HG1;VOUGL.HG2;VOUGL.HG3;VOUGL.HG4
937.8;935.8;850.2;0.0;1.2;1.2;1.2;0.0;0.0;0.0;58.9;0.0;0.0;60.5;0.0;1305.8;0.0;32.3;0.0;18.8;28.8;21.6;0.0;0.0;0.0;0.0;0.0;0.0
936.3;937.2;830.5;0.0;1.5;1.5;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1305.0;0.0;31.8;0.0;24.6;28.9;20.1;0.0;0.0;0.0;0.0;0.0;0.0
934.3;937.6;840.8;0.0;1.8;1.8;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1303.2;0.0;32.8;0.0;22.9;30.4;19.7;0.0;0.0;0.0;0.0;0.0;0.0
933.2;934.1;856.2;0.0;1.3;1.3;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1302.1;0.0;32.1;0.0;24.6;28.6;19.8;0.0;0.0;0.0;0.0;0.0;0.0
937.7;936.4;854.4;0.0;1.9;1.9;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1299.4;0.0;32.3;0.0;22.7;30.8;21.6;0.0;0.0;0.0;0.0;0.0;0.0
936.8;936.9;865.0;0.0;1.7;1.7;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1301.7;0.0;32.1;0.0;20.1;28.8;21.6;0.0;0.0;0.0;0.0;0.0;-68.4
937.0;937.3;841.8;0.0;0.3;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1301.6;0.0;32.1;0.0;24.4;27.5;21.6;0.0;0.0;0.0;0.0;0.0;-68.0
936.5;937.0;845.1;0.0;1.1;1.1;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1296.5;0.0;31.6;0.0;17.9;28.7;21.6;0.0;0.0;0.0;0.0;0.0;-67.2
936.3;938.3;825.0;0.0;1.2;1.2;1.2;0.0;0.0;0.0;0.0;0.0;0.0;62.4;0.0;1297.6;0.0;31.6;0.0;23.7;27.0;21.6;0.0;0.0;0.0;0.0;0.0;-64.0
934.9;935.3;819.9;0.0;0.8;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;63.3;0.0;1298.2;0.0;32.0;0.0;20.3;28.9;21.6;0.0;0.0;0.0;0.0;0.0;0.0
938.8;939.3;857.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.6;0.0;0.0;58.2;0.0;1297.3;0.0;31.6;0.0;17.5;29.0;21.6;0.0;0.0;0.0;0.0;0.0;0.0
936.0;923.9;838.3;0.0;0.3;0.3;0.3;0.0;0.0;0.0;55.6;0.0;0.0;60.6;0.0;1294.1;0.0;32.3;0.0;16.1;29.9;21.6;0.0;0.0;0.0;47.3;46.7;39.4
935.8;901.4;850.1;0.0;0.4;0.4;0.4;0.0;0.0;0.0;55.6;0.0;0.0;60.2;0.0;1294.7;0.0;31.3;0.0;21.5;26.9;21.6;0.0;0.0;0.0;46.2;46.1;38.9
935.7;877.8;851.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.3;0.0;0.0;60.5;0.0;1292.7;0.0;31.6;0.0;20.6;27.0;21.6;0.0;0.0;0.0;30.5;28.7;21.9
936.8;873.5;852.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.4;0.0;0.0;59.2;0.0;1297.8;0.0;32.1;0.0;15.6;23.1;21.6;0.0;0.0;0.0;0.0;0.0;0.0
936.1;931.9;849.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.2;0.0;0.0;58.0;0.0;1302.2;0.0;31.8;0.0;17.0;26.9;21.6;0.0;0.0;0.0;0.0;0.0;0.0
936.7;938.0;851.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.4;0.0;0.0;59.5;0.0;1295.8;0.0;32.6;0.0;19.0;25.1;21.6;0.1;0.1;0.0;0.0;0.0;0.0
937.2;935.9;850.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;54.1;0.0;0.0;59.1;0.0;1303.8;0.0;32.1;0.0;15.2;26.5;21.6;0.2;0.2;0.0;0.0;0.0;0.0
937.0;936.2;850.7;0.0;0.0;0.0;0.0;0.1;0.1;0.0;52.8;0.0;0.0;57.7;0.0;1304.0;0.0;31.8;0.0;14.9;24.7;21.6;0.2;0.2;0.0;0.0;0.0;0.0
935.2;935.1;848.4;0.0;0.0;0.0;0.0;0.1;0.1;0.0;53.6;0.0;0.0;58.3;0.0;1299.9;0.0;32.1;0.0;16.8;28.7;21.6;0.3;0.3;0.0;0.0;0.0;0.0
935.9;934.8;848.9;0.0;0.0;0.0;0.0;0.2;0.2;0.0;53.8;0.0;0.0;58.4;0.0;1298.2;0.0;32.0;0.0;17.1;26.6;21.6;0.5;0.5;0.0;0.0;0.0;0.0
934.4;932.7;848.1;0.0;0.0;0.0;0.0;0.2;0.2;0.0;53.5;0.0;0.0;58.3;0.0;1297.4;0.0;31.6;0.0;13.3;28.9;20.9;0.5;0.5;0.0;0.0;0.0;0.0
