AISER3SAUX.1;AISER3TSNCF.1;AUXON3TR312;AUXON3TR313;B.ROC3G1;B.ROC3G2;B.ROC3X1;B.ROC3X2;BEON3 TR311;BOCTO7N.SE5-Y71G;BOCTO7N.SE5-Y71H;BUGEY1TS2;BUGEY1TS3;BUGEY1TS4;BUGEY1TS5;BXNE3 TR311;BXNE3 TR313;C.FOU3TR311;C.FOU3TR313;C.REG3TR314;C.REG6TR613;C.REG6TR614;C.REG6TR615;C.SAU3TR311;C.SAU3TR312;CHAGN3TSNCF.1;CHAGN3X1;CHAL53G1;CHALO3TR311;CHALO3TR312;CHALO3TR313;CIZE6 T611SNCF;CIZE6 T612SNCF;COLLO3TSNCF.1;COMMU6TR612;COMMU6TR613;COMMU6TSNCF.1;CORGO3SAUX.1;CORGO3TSNCF.1;COUCH3TR312;CPVAN3TR311;CPVAN3TR312;CUISE3TR311;CURTI6TSNCF.1;CURTI6TSNCF.2;FRON53SAUX.1;FRON53TSNCF.1;FTAIN3TSNCF.1;G.CHE3TR311;G.CHE3TR312;GENLI3TR311;GENLI3TR312;GEVRE3G1;GEVRE3X1;GEVRE3X2;KIR3  TR311;KIR3  TR312;LOUHA3TR312;LOUHA3TR313;MACON6TR611;MACON6TR612;MERVA3SAUX.1;MERVA3TSNCF;MEURS3G1;MEURS3SAUX.1;MOLLE3TR311;MOLLE3TR313;MTAGN3TR311;MTAGN3TR313;N.GEO3TR311;N.GEO3TR312;N.SE17TS1;N.SE27TS2;NAVIL3SAUX.1;NAVIL3TSNCF;P.SAO3TR311;P.SAO3TR312;PERRI3G1;PERRI3G2;PERRI3G3;PYMON6TR613.C;PYMON6TR613.F;PYMON6TR614.C;PYMON6TR614.F;RIBAU3TSNCF.1;ROMEL3TR311;ROMEL3TR312;RONCI3SAUX.1;RONCI3TSNCF.1;SAISS3T311;SAISS3T312;SSUSU3SAUX.1;SSUSU3TSNCF;TAVAU6T10.T32;TAVAU6T7.T9.T31;TILLE3TSNCF.1;VELAR3G1;VELAR3G2;VIELM3TR311;VIELM3TR312;VIELM3TR313;VOSNE3SAUX.1;VOSNE3TSNCF.1;VOUGL3T311S.A.;.VERBL61GEN.P;.VERBL62GEN.P;ARBOIL31CPVAN;ARLODL61GEN.P;B.TOLL71GEN.P;BLYE L31SAISS;BOCTOL71MORBR;BOCTOL72MORBR;BOISSL61C.FO6;BOISSL61CUS.P;BOISSL61MEUNI;BOISSL61MEYZI;BOISSL62CUS.P;BOISSL62MIONS;BOISSL63SSV.E;BOISSY631;BOISSY632;BOISSY633;BOISSY761;BOISSY762;BREU5L61H.PAU;BREVAL31CPVAN;C.REGL31COUB6;C.REGL31LAVOI;C.REGL31MARC6;C.REGL31SSAPO;C.REGL32LAVOI;C.REGL32MARC6;C.REGL33LAVOI;C.ROYL31CHALO;CBRY L71M.SEI;CHA.NL31CHALO;CHA.NL32CHALO;CHA.NL33CHALO;CHAFFL71SSV.O;CHAFFL72SSV.O;CHAFFL73SSV.O;CHAFFL74SSV.O;CHALOL31CHAL6;CHALOL31SENNE;CHALOL32VAREN;CHANCL32VOUGL;CHARPL71SSV.O;CHARPL72SSV.O;CHAV6L61GEN.P;CHESNL71M.SEI;CHESNL72M.SEI;CORNIL62GEN.P;CORNIL71GEN.P;CPDIVL32CPVAN;CPNOLL61GEN.P;CPVANL31MESNA;CPVANL31ZBRE6;CRENEL71REVIG;CRENEY766;CRENEY778;CREYSL71G.ILE;CREYSL72G.ILE;CRIMOL31ZCRIM;DARCEL61VIELM;F.FREL71M.SEI;FLEYRY631;FLEYRY632;FRASNL71GEN.P;G.CHEL31SSAM6;G.CHEL31SSAM7;GEN.PL61SERRI;GEN.PL61ZCRUS;GEN.PY711;GROSNY711;GUEUGY631;GUEUGY632;GUEUGY633;H.PAUY634;H.PAUY635;H.PAUY651;H.PAUY652;H.PAUY712;HOUDRL71M.SEI;HOUDRL72M.SEI;IZERNY631;IZERNY633;JOUX L61ZJOUX;L.SAUL31PYMON;L.SAUL32PYMON;L.SAUL33PYMON;M.SEIY741;M.SEIY742;M.SEIY743;M.SEIY744;MACONY631;MACONY632;MACONY633;MAGNYL31TRIEY;MOREZL31SAISS;P.BERL31PERRI;P.BERL31ROMEL;SARRYL61VIELM;SAULIL31VIELM;SEREIL71VIELM;SSCL5L31VOUGL;VENARL31VIELM;VERREL31VIELM;VERREL32VIELM;VIELML31ZE.CR;VIELML31ZPOIS;VIELMY711;VOUGLL31ZS.M5;VOUGLL32ZP.SA;BXNE53G1
1.0;1.0;4.3;4.3;0.1;0.1;0.1;0.1;8.1;-1.6;-1.6;31.0;31.0;38.0;38.0;3.2;3.2;5.3;5.3;4.2;10.4;6.7;8.3;8.2;8.2;-0.2;-0.2;0.1;11.2;11.2;11.2;0.3;0.3;1.1;0.0;2.1;0.0;0.4;0.4;11.3;17.1;17.1;7.2;0.0;-1.9;-0.2;-0.2;-0.3;4.1;4.1;0.0;7.7;0.2;0.2;0.2;1.0;1.0;8.1;8.1;-0.8;0.0;0.0;0.0;0.1;0.1;7.9;7.9;8.4;5.6;6.0;6.0;46.0;28.7;0.0;0.0;4.9;4.9;2.0;2.0;2.0;-0.2;-0.2;0.0;0.0;-0.6;8.6;8.6;-0.7;-0.7;5.3;5.3;-0.1;-0.1;55.1;55.1;0.0;1.0;1.0;3.2;3.2;3.2;0.3;0.3;-2.4;145.7;145.8;-0.2;18.8;879.7;-0.2;220.3;214.7;50.3;5.3;71.1;-65.9;5.3;-31.1;33.3;19.6;20.0;36.4;-139.2;-139.4;5.0;0.0;9.5;8.0;-0.6;13.8;10.5;-1.4;6.8;8.5;-62.9;10.5;10.6;10.3;249.8;296.7;292.9;246.6;9.8;15.7;14.6;8.3;-558.6;-538.4;92.9;-108.3;-108.1;23.8;610.9;10.2;0.0;7.7;0.0;-44.0;348.5;0.0;725.9;734.8;-1.0;-130.6;-771.1;30.6;31.2;563.1;0.0;-7.4;51.3;29.0;0.1;0.0;0.0;26.9;26.6;26.3;27.1;6.9;6.9;0.2;447.8;447.7;39.0;0.1;-3.2;13.7;0.0;13.7;-6.3;-14.5;-9.9;-24.8;29.8;29.5;31.5;5.2;5.1;2.0;0.0;-212.8;2.3;-224.2;5.3;-7.2;-9.3;-9.2;-4.8;0.0;0.1;7.5;4.7;-0.1
0.9;0.9;4.7;4.7;0.0;0.0;0.0;0.0;8.4;-1.5;-1.5;31.0;31.0;38.0;38.0;3.5;3.5;5.4;5.4;1.4;10.4;6.4;7.4;8.6;8.6;0.0;0.0;-0.4;11.5;11.5;11.5;0.3;0.3;0.6;0.0;2.8;0.0;0.7;0.7;10.2;19.0;19.0;7.4;0.0;-1.0;0.2;0.2;-0.6;5.2;5.2;0.0;7.8;0.2;0.2;0.2;1.4;1.4;8.1;8.1;-0.7;0.0;0.0;0.0;0.1;0.1;8.0;8.0;8.3;4.6;6.0;6.0;46.0;28.8;0.0;0.0;4.9;4.9;2.0;2.0;2.0;0.2;0.2;0.0;0.0;-0.3;8.6;8.6;-0.6;-0.6;5.7;5.7;0.2;0.2;55.8;55.8;0.0;1.0;1.0;2.7;2.7;2.7;0.4;0.4;-2.9;137.2;137.2;-0.2;16.2;879.4;-0.2;209.9;204.5;51.3;2.0;72.1;-67.1;2.0;-26.2;32.0;20.0;19.9;37.0;-139.3;-139.5;5.3;0.0;10.5;8.0;-1.5;13.8;10.5;-2.2;6.8;8.8;-69.5;10.4;10.4;10.1;255.4;302.8;298.9;252.1;9.7;15.8;14.6;8.4;-551.7;-531.4;79.3;-104.2;-104.0;19.5;615.6;11.0;0.0;8.1;0.0;-39.3;354.4;0.0;715.8;724.8;-1.0;-127.2;-763.5;31.4;32.1;546.5;0.0;-9.1;49.0;24.7;0.1;0.0;0.0;25.9;25.6;24.9;25.7;6.7;6.7;0.2;447.0;446.9;39.8;0.1;-3.6;14.6;0.0;14.6;-3.0;-14.1;-4.5;-24.1;29.9;29.6;31.6;4.8;5.2;2.0;0.0;-220.7;2.4;-228.9;4.5;-7.7;-9.5;-9.4;-2.4;0.0;0.1;7.7;4.1;-0.2
1.7;1.7;5.2;5.2;0.0;0.0;0.0;0.0;9.2;-1.7;-1.7;31.0;31.0;38.0;38.0;5.1;5.1;5.8;5.8;4.3;10.9;7.0;8.0;8.9;8.9;-0.3;-0.3;-0.7;11.8;11.8;11.8;-0.1;-0.1;1.0;0.0;2.7;0.0;0.8;0.8;12.9;18.9;18.9;8.1;0.0;-0.8;0.2;0.2;0.4;4.3;4.3;0.0;8.8;0.2;0.2;0.2;1.5;1.5;8.7;8.7;-0.4;0.0;0.0;0.0;0.0;0.0;8.3;8.3;8.4;6.1;6.1;6.1;46.0;28.2;0.0;0.0;5.5;5.5;2.0;2.0;2.0;-0.3;-0.3;0.0;0.0;-0.6;9.0;9.0;0.6;0.6;5.9;5.9;0.3;0.3;55.8;55.8;0.0;1.0;1.0;3.1;3.1;3.1;0.1;0.1;-4.4;140.3;140.4;0.2;18.1;965.1;-0.2;188.6;183.8;53.9;-2.4;71.8;-70.3;-2.4;-27.8;32.9;20.0;20.4;37.5;-135.8;-136.0;4.9;0.0;11.0;8.0;0.3;13.8;10.6;-0.7;6.9;9.1;-100.8;10.6;10.7;10.4;250.8;302.5;298.6;247.7;9.9;15.8;14.6;9.0;-579.2;-557.4;80.6;-106.9;-106.6;23.2;640.0;10.7;0.0;8.0;0.0;-36.1;367.9;0.0;756.1;765.9;-1.1;-142.1;-816.6;32.2;32.9;499.0;0.0;-7.4;48.8;27.8;0.1;0.0;0.0;30.7;30.3;28.8;29.8;7.3;7.3;0.2;463.4;463.3;41.2;0.1;-5.8;13.3;-0.0;13.3;-8.4;-15.6;-13.2;-26.6;30.9;30.5;32.6;5.1;5.3;2.0;0.0;-239.3;3.5;-258.6;5.3;-8.2;-10.2;-10.1;-2.4;0.0;0.1;8.2;4.7;-0.2
0.2;0.2;5.1;5.1;0.1;0.1;0.1;0.1;8.8;-1.7;-1.7;31.0;31.0;38.0;38.0;6.4;6.4;5.4;5.4;1.8;10.8;6.9;7.9;8.6;8.6;0.0;0.0;-1.0;11.4;11.4;11.4;-0.5;-0.5;0.4;0.0;3.8;0.0;-0.3;-0.3;12.0;20.0;20.0;7.7;0.0;-0.6;-0.2;-0.2;-0.3;5.0;5.0;0.0;7.4;0.2;0.2;0.2;1.5;1.5;8.4;8.4;-0.5;0.0;0.0;0.0;0.1;0.1;7.9;7.9;9.4;6.7;6.0;6.0;46.0;23.4;0.0;0.0;5.0;5.0;1.9;1.9;1.9;0.1;0.1;0.0;0.0;0.1;8.9;8.9;0.1;0.1;5.8;5.8;2.2;2.2;56.2;56.2;0.0;1.0;1.0;2.2;2.2;2.2;0.2;0.2;-0.4;137.1;137.2;0.0;20.6;933.6;-0.2;157.9;153.9;50.3;-4.0;65.7;-65.2;-4.0;-14.4;35.0;19.6;19.5;36.6;-130.7;-130.8;5.2;0.0;10.7;8.0;0.3;13.8;10.6;-0.6;6.9;9.1;-142.2;10.6;10.7;10.4;297.1;337.1;332.8;293.3;9.8;14.6;13.8;8.1;-593.0;-574.8;78.2;-116.6;-116.3;27.7;646.8;11.5;0.0;8.4;0.0;-17.3;366.0;0.0;749.0;756.8;0.1;-152.4;-851.0;32.8;33.5;481.5;0.0;-9.7;48.8;32.1;0.1;0.0;0.0;28.2;27.9;27.2;28.1;7.1;7.1;0.2;494.5;494.4;41.8;0.1;-1.6;14.9;0.0;14.9;-10.7;-18.0;-16.8;-30.7;29.7;29.4;31.4;5.4;5.7;1.9;0.0;-248.1;6.3;-293.3;5.7;-9.0;-11.1;-11.0;-0.4;0.0;0.1;7.3;5.0;-0.2
1.3;1.3;4.8;4.8;0.1;0.1;0.1;0.1;8.0;-1.7;-1.7;31.0;31.0;38.0;38.0;4.7;4.7;5.4;5.4;3.2;11.0;6.8;7.3;8.3;8.3;0.1;0.1;-0.3;11.3;11.3;11.3;-0.4;-0.4;1.0;0.0;2.6;0.0;-0.1;-0.1;8.3;19.0;19.0;7.8;0.0;-2.3;-0.3;-0.3;-0.5;4.8;4.8;0.0;6.8;0.5;0.5;0.5;1.1;1.1;8.6;8.6;-0.5;0.0;0.0;0.0;0.0;0.0;7.8;7.8;8.8;6.0;5.6;5.6;46.0;28.0;0.0;0.0;4.9;4.9;1.8;1.8;1.8;1.0;1.0;0.0;0.0;-0.4;9.0;9.0;-0.3;-0.3;5.8;5.8;0.2;0.2;55.9;55.9;0.0;0.9;0.9;2.8;2.8;2.8;0.3;0.3;-2.7;134.4;134.5;0.0;19.6;943.5;-0.2;158.8;154.7;50.7;-3.4;61.9;-62.7;-3.4;-10.7;35.0;19.0;18.9;35.8;-127.6;-127.8;5.4;0.0;10.5;8.0;0.2;13.0;10.5;-0.8;6.8;8.5;-152.9;10.6;10.7;10.4;304.4;355.5;350.9;300.5;9.9;15.7;13.8;8.9;-581.8;-560.1;83.4;-90.3;-90.0;24.4;643.8;10.4;0.0;7.9;0.0;-35.3;352.5;0.0;787.7;797.4;-0.4;-158.6;-862.6;32.5;33.1;423.3;0.0;-6.8;47.7;28.9;0.1;0.0;0.0;27.9;27.6;26.0;26.8;6.8;6.8;0.2;469.4;469.3;41.0;0.1;0.6;14.9;-0.0;14.9;-10.1;-18.8;-15.9;-32.1;29.5;29.2;31.2;5.0;5.2;1.8;0.0;-241.6;5.9;-290.8;5.3;-9.1;-10.9;-11.0;-0.7;0.0;0.1;8.1;4.7;0.0
0.6;0.6;4.1;4.1;0.0;0.0;0.0;0.0;8.3;-1.2;-1.2;31.0;31.0;38.0;38.0;4.8;4.8;5.4;5.4;3.9;10.5;6.3;7.3;7.9;7.9;-0.1;-0.1;-0.4;11.0;11.0;11.0;0.0;0.0;0.6;0.0;2.7;0.0;0.6;0.6;9.6;18.7;18.7;8.0;0.0;-1.3;0.2;0.2;-0.8;4.6;4.6;0.0;7.3;0.2;0.2;0.2;1.3;1.3;8.9;8.9;-0.8;0.0;0.0;0.0;0.1;0.1;7.9;7.9;8.3;5.2;6.1;6.1;46.0;28.0;0.0;0.0;4.7;4.7;1.7;1.7;1.7;-0.2;-0.2;0.0;0.0;0.0;8.5;8.5;-0.3;-0.3;5.5;5.5;0.6;0.6;55.8;55.8;0.0;0.9;0.9;1.8;1.8;1.8;0.1;0.1;-2.9;133.1;133.2;0.4;18.1;956.0;-0.2;120.8;117.7;49.9;-7.1;62.3;-62.5;-7.1;-8.0;34.2;18.7;19.2;36.1;-125.7;-125.9;5.5;0.0;9.6;7.5;-2.2;13.0;9.8;-2.9;6.3;8.5;-184.4;10.6;10.6;10.3;310.0;355.0;350.5;306.1;9.8;14.6;13.8;9.2;-592.8;-573.0;72.1;-133.7;-133.3;15.9;633.4;9.9;0.0;7.3;0.0;56.1;345.6;0.0;775.2;783.8;-0.6;-156.6;-839.8;31.7;32.3;448.5;0.0;-8.5;46.4;20.9;0.1;0.0;0.0;29.7;29.4;27.6;28.6;7.1;7.1;0.2;548.3;548.2;45.3;0.1;-0.6;12.9;0.0;12.9;-21.3;-25.2;-33.8;-43.1;29.2;28.9;30.8;3.9;4.9;1.7;0.0;-246.3;6.2;-306.5;3.6;-9.0;-11.1;-10.9;0.8;0.0;0.1;8.4;3.2;-0.1
0.8;0.8;4.2;4.2;0.1;0.1;0.1;0.1;7.8;-0.8;-0.8;31.0;31.0;38.0;38.0;3.4;3.4;5.2;5.2;1.3;10.5;6.8;7.3;8.2;8.2;0.0;0.0;0.5;11.2;11.2;11.2;-0.2;-0.2;1.2;0.0;1.9;0.0;-0.4;-0.4;8.8;18.1;18.1;7.7;0.0;-1.2;-0.3;-0.3;0.2;4.5;4.5;0.0;6.7;0.6;0.6;0.6;0.9;0.9;8.5;8.5;-0.6;0.0;0.0;0.0;-0.2;-0.2;7.6;7.6;9.2;6.4;6.0;6.0;46.0;24.7;0.0;0.0;4.7;4.7;1.7;1.7;1.7;0.3;0.3;0.0;0.0;0.3;8.8;8.8;-0.3;-0.3;5.5;5.5;0.1;0.1;55.9;55.9;1.2;0.7;0.7;3.3;3.3;3.3;0.0;0.0;-4.8;122.2;122.3;-0.1;21.3;883.7;-0.2;117.1;114.1;49.4;-8.6;60.2;-59.3;-8.5;-5.2;35.1;18.9;18.8;36.0;-124.8;-124.9;4.8;0.0;10.6;7.2;0.2;13.0;9.5;-0.7;6.1;8.5;-190.3;10.7;10.7;10.4;317.7;361.2;356.6;313.7;9.9;14.6;13.0;9.3;-599.1;-579.7;83.7;-134.6;-134.2;12.4;630.6;9.5;0.0;7.2;0.0;64.5;341.3;0.0;779.3;787.6;-0.6;-155.8;-813.8;31.2;31.8;461.9;0.0;-7.4;49.9;16.3;0.1;0.0;0.0;26.4;26.1;25.9;26.7;6.7;6.7;0.2;551.4;551.3;46.6;0.1;-0.5;14.1;0.0;14.1;-18.6;-26.8;-29.5;-45.8;28.7;28.4;30.3;4.7;5.1;1.7;0.0;-239.0;4.0;-297.0;4.9;-9.1;-11.7;-11.6;-3.8;0.0;0.1;8.5;4.3;0.0
1.1;1.1;4.1;4.1;0.1;0.1;0.1;0.1;7.9;0.0;0.0;31.0;31.0;38.0;38.0;4.2;4.2;5.1;5.1;4.1;10.5;6.0;7.5;8.3;8.3;-0.1;-0.1;0.0;10.8;10.8;10.8;-0.1;-0.1;1.0;0.0;2.0;0.0;0.2;0.2;10.5;17.7;17.7;8.1;0.0;-1.5;0.0;0.0;0.5;4.9;4.9;0.0;7.4;0.2;0.2;0.2;0.7;0.7;8.6;8.6;-0.6;0.0;0.0;0.0;-0.1;-0.1;7.4;7.4;9.4;6.8;5.9;5.9;46.0;34.3;0.0;0.0;4.7;4.7;1.9;1.9;1.9;0.4;0.4;0.0;0.0;0.8;8.9;8.9;-0.4;-0.4;5.6;5.6;-0.3;-0.3;55.6;55.6;0.9;1.0;1.0;1.7;1.7;1.7;0.2;0.2;-2.6;121.7;121.8;0.7;15.6;857.4;-0.2;93.9;91.5;49.5;-10.1;62.7;-59.9;-10.1;-6.3;34.4;19.8;20.3;35.7;-126.5;-126.6;6.9;2.3;9.8;7.4;0.2;13.0;9.7;-0.8;6.3;8.5;-205.6;10.6;10.6;10.3;322.0;366.3;361.6;317.9;9.8;14.6;13.8;9.5;-604.5;-584.8;85.8;-164.8;-164.4;6.2;616.4;9.3;0.0;7.1;0.0;80.4;347.5;0.0;783.6;792.1;0.1;-152.5;-752.6;31.7;32.3;501.2;0.0;-8.0;47.1;10.5;0.1;0.0;0.0;31.1;30.7;27.9;28.8;7.1;7.1;0.1;572.9;572.8;48.7;0.1;-1.7;14.0;0.0;14.0;-16.5;-25.7;-26.1;-43.9;29.0;28.7;30.7;4.8;4.3;1.9;0.0;-245.3;4.6;-306.5;2.8;-8.9;-10.7;-10.5;-4.2;0.0;0.1;8.7;2.5;0.0
0.8;0.8;4.2;4.2;0.1;0.1;0.1;0.1;7.7;-1.0;-1.0;31.0;31.0;38.0;38.0;3.8;3.8;5.1;5.1;1.4;10.5;6.0;7.5;9.3;9.3;0.0;0.0;-0.3;10.8;10.8;10.8;0.0;0.0;1.2;0.0;2.7;0.0;0.2;0.2;13.6;19.0;19.0;9.1;0.0;-1.7;0.1;0.1;-0.1;5.3;5.3;0.0;7.3;0.2;0.2;0.2;1.1;1.1;8.9;8.9;-0.6;0.0;0.0;0.0;0.1;0.1;7.1;7.1;9.4;7.3;6.5;6.5;46.0;28.6;0.0;0.0;4.7;4.7;1.9;1.9;1.9;-0.4;-0.4;0.0;0.0;-0.2;9.9;9.9;-0.4;-0.4;5.6;5.6;0.9;0.9;55.7;55.7;0.1;1.0;1.0;2.4;2.4;2.4;-0.4;-0.4;-1.9;116.9;116.9;0.8;21.0;767.4;-0.2;107.3;104.5;50.1;-9.8;66.0;-56.1;-9.8;-7.9;36.9;20.2;20.7;36.6;-134.7;-134.9;7.4;0.0;10.6;7.4;0.3;13.8;9.7;-0.6;6.3;8.8;-200.2;11.0;11.1;10.8;333.2;376.2;371.4;329.0;10.3;14.7;13.8;9.8;-583.4;-564.3;93.2;-150.0;-149.6;8.2;602.6;9.5;0.0;7.3;0.0;78.0;358.6;0.0;771.8;780.1;-0.6;-147.2;-780.7;32.5;33.2;507.9;0.0;-8.5;51.1;12.8;0.1;0.0;0.0;31.6;31.3;28.5;29.5;7.2;7.1;0.1;564.6;564.5;55.2;0.1;-1.7;13.3;0.0;13.3;-15.3;-25.3;-24.2;-43.2;31.5;31.1;33.3;4.6;4.6;1.9;0.0;-243.0;5.2;-290.4;2.9;-8.9;-10.7;-10.9;-0.7;0.0;0.1;9.0;2.6;-0.2
1.7;1.7;4.4;4.4;0.0;0.0;0.0;0.0;8.3;0.0;0.2;31.0;31.0;38.0;38.0;5.0;5.0;5.2;5.2;2.4;11.6;6.6;8.6;9.7;9.7;0.2;0.2;-0.2;11.7;11.7;11.7;0.1;0.1;1.7;0.0;1.9;0.0;0.2;0.2;10.2;19.3;19.3;9.4;0.0;-1.2;-0.4;-0.4;0.3;5.9;5.9;0.0;8.3;0.4;0.4;0.4;1.6;1.6;9.3;9.3;-0.3;0.0;0.0;0.0;-0.1;-0.1;7.3;7.3;10.1;8.4;7.3;7.3;46.0;25.3;0.0;0.0;4.8;4.8;2.0;2.0;2.0;-0.1;-0.1;0.0;0.0;-0.2;10.7;10.7;-0.3;-0.3;5.7;5.7;0.0;0.0;55.4;55.4;1.5;1.0;1.0;2.6;2.6;2.6;-0.2;-0.2;-2.1;137.9;138.0;1.0;23.0;785.3;-0.2;107.1;104.4;55.6;-3.8;61.4;-50.0;-3.8;-12.9;42.2;21.5;21.4;40.2;-137.3;-137.6;8.4;0.0;11.8;8.0;4.4;13.8;10.5;3.2;6.8;9.4;-176.8;11.9;12.0;11.6;310.0;310.4;306.5;306.1;11.1;15.8;14.6;11.4;-601.7;-596.1;89.7;-205.1;-204.5;17.6;588.6;9.7;0.0;7.4;0.0;119.3;346.5;0.0;738.1;738.7;0.0;-105.3;-724.8;36.2;36.9;612.7;0.0;-9.1;52.9;22.7;0.1;0.0;0.0;31.8;31.5;33.0;34.8;8.2;8.2;0.0;612.5;612.4;50.1;0.1;11.9;14.3;-0.0;14.3;-22.3;-29.0;-35.4;-49.6;34.7;34.3;36.7;7.1;6.0;2.0;0.0;-209.1;4.9;-306.4;5.1;-6.2;-7.4;-7.3;-0.1;0.0;0.1;10.6;4.6;0.0
