lines_disconnected;0
GEN.PL63GENIS;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2355Z'}]}]
GEN.PL64GENIS;[{'type': 'suav_manoeuvre', 'start': '20241112T0005Z', 'end': '20241112T0345Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0005Z', 'end': '20241112T0345Z'}]}]
GEN.PL66GENIS;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2355Z'}]}]
GEN.PL71VIELM;[{'type': 'consignation', 'start': '20241112T0000Z', 'end': '20241112T0510Z', 'details': [{'type': 'consigné', 'start': '20241112T0000Z', 'end': '20241112T0510Z'}]}]
GEN.PL73VIELM;[{'type': 'consignation', 'start': '20241112T0000Z', 'end': '20241112T0510Z', 'details': [{'type': 'consigné', 'start': '20241112T0000Z', 'end': '20241112T0510Z'}]}]
M.SEIL72VIELM;[{'type': 'consignation', 'start': '20241112T0000Z', 'end': '20241112T0510Z', 'details': [{'type': 'consigné', 'start': '20241112T0000Z', 'end': '20241112T0510Z'}]}]
NAVILL31P.SAO;[{'type': 'consignation', 'start': '20241112T0000Z', 'end': '20241112T2355Z', 'details': [{'type': 'consigné', 'start': '20241112T0000Z', 'end': '20241112T2355Z'}]}]
GEN.PY762;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2325Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2325Z'}]}]
GROSNY771;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2355Z'}]}]
GROSNY761;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2355Z'}]}]
VIELMY771;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0520Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0520Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241112T2315Z', 'end': '20241112T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T2315Z', 'end': '20241112T2355Z'}]}]
VIELMY762;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0455Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0455Z'}]}]
VIELMY763;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0500Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0500Z'}]}]
H.PAUY772;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0425Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0425Z'}]}]
CHALOY632;[{'type': 'suav_manoeuvre', 'start': '20241112T1010Z', 'end': '20241112T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T1010Z', 'end': '20241112T2355Z'}]}]
GENISY611;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0555Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0555Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241112T1005Z', 'end': '20241112T1405Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T1005Z', 'end': '20241112T1405Z'}]}]
GENISY615;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0455Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0455Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241112T1205Z', 'end': '20241112T1355Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T1205Z', 'end': '20241112T1355Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241112T1405Z', 'end': '20241112T1510Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T1405Z', 'end': '20241112T1510Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241112T2305Z', 'end': '20241112T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T2305Z', 'end': '20241112T2355Z'}]}]
GENISY614;[{'type': 'suav_manoeuvre', 'start': '20241112T0005Z', 'end': '20241112T0345Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0005Z', 'end': '20241112T0345Z'}]}]
GENISY613;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2355Z'}]}]
GENISY612;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0550Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0550Z'}]}, {'type': 'suav_manoeuvre', 'start': '20241112T0905Z', 'end': '20241112T1455Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0905Z', 'end': '20241112T1455Z'}]}]
GENISY616;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2355Z'}]}]
N.SE5Y712;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2355Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T2355Z'}]}]
VOUGLY632;[{'type': 'suav_manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0545Z', 'details': [{'type': 'manoeuvre', 'start': '20241112T0000Z', 'end': '20241112T0545Z'}]}]
