BUGEY7G2;BUGEY7G3;BUGEY7G4;BUGEY7G5;BXNE IN1;BXNE IN3;BXNE IN4;BXNE INF;BXNE ING;GEN.P6G1;GEN.P6G2;GEN.P6G3;GEN.P6G4;GEN.P6G5;GEN.P6G6;N.SE17GROUP.1;N.SE27GROUP.2;TAVAU6GROUP.1;TAVAU6GROUP.2;VIELMIN1;VIELMIN2;VIELMIN3;VIELMINF;VIELMING;VOUGL.HG1;VOUGL.HG2;VOUGL.HG3;VOUGL.HG4
937.4;920.4;843.4;889.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.1;0.0;0.0;1337.0;0.0;0.0;0.0;9.2;8.2;8.1;0.0;0.0;0.0;0.0;0.0;0.0
936.7;923.4;859.1;901.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1337.3;0.0;0.0;0.0;6.4;7.9;6.4;0.0;0.0;0.0;0.0;0.0;0.0
939.8;920.5;849.0;901.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1337.5;0.0;0.0;0.0;5.7;7.5;5.1;0.0;0.0;0.0;0.0;0.0;0.0
935.2;919.5;803.5;893.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1337.8;0.0;0.0;0.0;4.0;6.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0
933.9;921.9;840.3;896.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1337.6;0.0;0.0;0.0;4.7;4.4;3.3;0.0;0.0;0.0;0.0;0.0;0.0
935.1;929.6;836.2;902.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1337.3;0.0;0.0;0.0;4.5;6.2;4.6;0.0;0.0;0.0;0.0;0.0;-66.7
933.0;925.5;828.8;895.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1332.0;0.0;0.0;0.0;4.5;7.2;4.2;0.0;0.0;0.0;0.0;0.0;-67.2
936.5;931.2;837.2;901.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1335.7;0.0;0.0;0.0;4.7;6.6;6.0;0.0;0.0;0.0;0.0;0.0;-67.9
933.7;927.5;827.6;898.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.2;0.0;0.0;1336.6;0.0;0.0;0.0;5.6;6.6;5.6;0.0;0.0;0.0;0.0;0.0;-68.1
934.4;927.8;865.9;900.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.5;0.0;0.0;1335.4;0.0;0.0;0.0;7.9;9.1;6.1;0.0;0.0;0.0;0.0;0.0;0.0
937.6;926.3;832.9;895.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.3;28.6;0.0;1336.5;0.0;0.0;0.0;5.0;5.3;3.1;0.0;0.0;0.0;0.0;0.0;0.0
941.0;924.3;861.3;896.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.3;60.4;0.0;1338.3;0.0;0.0;0.0;4.5;4.0;5.7;0.0;0.0;0.0;0.0;45.3;0.0
938.9;925.2;893.0;896.0;0.0;0.0;0.0;0.0;0.0;60.1;54.9;0.0;60.0;61.4;0.0;1332.4;0.0;0.0;0.0;3.4;3.5;2.6;0.0;0.0;0.0;0.0;48.0;0.0
937.9;924.0;896.7;898.3;0.0;0.0;0.0;0.0;0.0;61.3;55.5;0.0;60.5;62.1;0.0;1334.2;0.0;0.0;0.0;3.7;2.9;2.6;0.0;0.0;0.0;0.0;43.8;0.0
938.5;923.1;897.3;900.0;0.0;0.0;0.0;0.0;0.0;60.0;54.1;0.0;59.1;60.3;0.0;1332.9;0.0;0.0;0.0;2.7;2.5;2.1;0.0;0.0;0.0;0.0;43.1;0.0
936.4;919.1;893.4;891.8;0.0;0.0;0.0;0.0;0.0;60.8;55.4;0.0;60.3;62.5;0.0;1333.2;0.0;0.0;0.0;2.9;2.2;1.8;0.0;0.0;0.0;0.0;25.3;0.0
935.5;929.8;893.6;903.3;0.0;0.0;0.0;0.1;0.1;62.0;56.2;0.0;61.0;63.0;0.0;1338.4;0.0;0.0;0.0;2.5;2.4;1.6;0.1;0.1;0.0;0.0;0.0;0.0
934.0;928.4;891.2;899.7;0.0;0.0;0.0;0.1;0.1;60.9;54.6;0.0;59.7;61.3;0.0;1334.5;0.0;0.0;0.0;2.4;2.1;1.3;0.3;0.3;0.0;0.0;0.0;0.0
924.4;923.0;884.9;894.3;0.0;0.0;0.0;0.1;0.1;60.2;53.5;0.0;59.1;60.4;0.0;1335.9;0.0;0.0;0.0;3.0;1.9;1.2;0.4;0.4;0.0;0.0;0.0;0.0
927.6;922.7;886.1;898.4;0.0;0.0;0.0;0.2;0.2;61.5;0.0;0.0;59.3;60.1;0.0;1331.0;0.0;0.0;0.0;3.4;2.7;1.0;0.4;0.4;0.0;0.0;0.0;0.0
929.0;924.8;887.6;898.0;0.0;0.0;0.0;0.3;0.3;61.5;0.0;0.0;59.6;60.5;0.0;1333.4;0.0;0.0;0.0;3.5;3.9;1.5;0.8;0.8;0.0;0.0;0.0;0.0
927.2;923.7;885.0;896.8;0.0;0.0;0.0;0.3;0.3;0.0;0.0;0.0;60.3;59.9;0.0;1332.9;0.0;0.0;0.0;4.4;4.7;1.3;0.8;0.8;0.0;0.0;0.0;0.0
926.7;923.8;885.9;897.3;0.0;0.0;0.0;0.3;0.3;0.0;0.0;0.0;59.9;59.5;0.0;1328.0;0.0;0.0;0.0;10.2;7.5;3.8;0.8;0.8;0.0;0.0;0.0;0.0
928.2;925.5;887.7;895.1;0.0;0.0;0.0;0.3;0.3;0.0;0.0;0.0;59.9;59.5;0.0;1333.4;0.0;0.0;0.0;9.0;6.8;4.3;0.8;0.8;0.0;0.0;0.0;0.0
929.0;925.6;887.2;561.4;0.0;0.0;0.0;0.3;0.3;0.0;0.0;0.0;60.4;59.9;0.0;1331.1;0.0;0.0;0.0;5.5;6.0;4.8;0.8;0.8;0.0;0.0;0.0;0.0
928.6;924.8;886.0;562.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0;61.3;0.0;0.0;1335.1;0.0;0.0;0.0;5.4;7.1;5.9;0.7;0.7;0.0;0.0;0.0;0.0
928.7;926.1;887.0;563.2;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0;59.8;0.0;0.0;1331.8;0.0;0.0;0.0;8.6;7.3;7.3;0.5;0.5;0.0;0.0;0.0;0.0
929.3;925.7;888.0;563.4;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0;62.0;0.0;0.0;1330.0;0.0;0.0;0.0;6.3;6.8;5.8;0.5;0.5;0.0;0.0;0.0;0.0
934.3;928.9;893.1;567.6;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0;58.1;-0.6;0.0;1332.9;0.0;0.0;0.0;8.0;7.3;6.6;0.6;0.6;0.0;0.0;0.0;0.0
931.9;927.9;889.7;563.4;0.0;0.0;0.0;0.1;0.1;59.8;0.0;0.0;59.9;0.0;0.0;1332.3;0.0;0.0;0.0;6.0;6.2;4.5;0.4;0.4;0.0;0.0;0.0;0.0
930.0;928.4;891.8;575.0;0.0;0.0;0.0;0.1;0.1;62.7;61.7;0.0;65.6;0.0;0.0;1333.1;0.0;0.0;0.0;8.8;9.8;5.7;0.2;0.2;0.0;0.0;0.0;0.0
931.7;927.7;892.7;573.3;0.0;0.0;0.0;0.0;0.0;60.9;55.4;0.0;59.8;61.7;0.0;1338.0;0.0;0.0;0.0;9.5;9.9;7.7;0.1;0.1;0.0;0.0;0.0;0.0
934.1;930.3;893.8;566.3;0.0;0.0;0.0;0.0;0.0;60.9;55.4;0.0;59.7;61.7;0.0;1333.4;0.0;0.0;0.0;15.4;14.3;8.4;0.0;0.0;0.0;0.0;0.0;0.0
931.1;927.9;892.1;567.1;0.0;0.0;0.0;0.0;0.0;60.8;55.2;0.0;59.6;61.4;0.0;1332.8;0.0;0.0;0.0;16.5;18.8;14.7;0.0;0.0;0.0;0.0;0.0;0.0
931.4;927.7;892.6;564.6;0.0;0.0;0.0;0.0;0.0;60.3;54.6;0.0;59.5;60.9;0.0;1334.1;0.0;0.0;0.0;16.0;18.5;14.4;0.0;0.0;0.0;0.0;0.0;0.0
933.7;929.5;893.3;572.3;0.0;0.0;0.0;0.0;0.0;62.0;56.1;0.0;61.0;62.4;0.0;1333.2;0.0;0.0;0.0;12.5;18.8;13.2;0.0;0.0;0.0;56.7;56.2;47.2
933.6;928.9;894.1;577.2;0.0;0.0;0.0;0.0;0.0;60.7;54.5;0.0;59.4;60.9;0.0;1329.3;0.0;0.0;0.0;10.8;12.2;9.3;0.0;0.0;0.0;55.9;55.8;47.2
937.1;932.3;896.4;574.8;0.0;0.0;0.0;0.0;0.0;61.3;55.1;0.0;60.0;61.3;0.0;1333.6;0.0;0.0;0.0;11.7;12.9;10.4;0.0;0.0;0.0;55.4;55.4;47.2
928.7;927.4;893.7;566.4;0.0;0.0;0.0;0.0;0.0;60.6;54.1;0.0;59.1;60.3;0.0;1334.3;0.0;0.0;0.0;9.2;9.6;8.2;0.0;0.0;0.0;55.7;55.0;47.1
935.6;930.2;897.0;582.8;0.0;0.0;0.0;0.0;0.0;60.8;54.5;0.0;59.4;60.6;0.0;1332.9;0.0;0.0;0.0;9.3;10.3;8.4;0.0;0.0;0.0;29.2;28.9;29.3
931.1;925.8;893.9;595.0;0.0;0.0;0.0;0.0;0.0;61.2;54.9;0.0;59.8;61.2;0.0;1333.6;0.0;0.0;0.0;7.0;9.8;9.0;0.0;0.0;0.0;0.0;0.0;0.0
933.1;927.0;894.8;599.4;0.0;0.0;0.0;0.0;0.0;61.7;55.2;0.0;60.3;61.5;0.0;1332.0;0.0;0.0;0.0;7.9;6.9;6.5;0.0;0.0;0.0;0.0;0.0;0.0
931.4;927.8;879.1;614.4;0.0;0.0;0.0;0.0;0.0;60.1;53.4;0.0;58.4;59.8;0.0;1335.3;0.0;0.0;0.0;6.7;6.6;5.6;0.0;0.0;0.0;0.0;0.0;0.0
932.8;928.4;828.9;629.5;0.0;0.0;0.0;0.0;0.0;61.9;55.5;0.0;60.4;62.5;0.0;1333.2;0.0;0.0;0.0;6.8;7.0;5.5;0.0;0.0;0.0;0.0;0.0;0.0
932.9;929.4;826.0;641.2;0.0;0.0;0.0;0.0;0.0;61.0;54.5;0.0;59.5;61.6;0.0;1336.4;0.0;0.0;0.0;4.8;6.0;5.8;0.0;0.0;0.0;0.0;0.0;0.0
931.0;925.1;807.5;652.0;0.0;0.0;0.0;0.0;0.0;60.9;54.4;0.0;59.3;61.3;0.0;1342.3;0.0;0.0;0.0;6.3;6.3;7.0;0.0;0.0;0.0;0.0;0.0;0.0
