BUGEY7G2;BUGEY7G3;BUGEY7G4;BUGEY7G5;BXNE IN1;BXNE IN3;BXNE IN4;BXNE INF;BXNE ING;GEN.P6G1;GEN.P6G2;GEN.P6G3;GEN.P6G4;GEN.P6G5;GEN.P6G6;N.SE17GROUP.1;N.SE27GROUP.2;TAVAU6GROUP.1;TAVAU6GROUP.2;VIELMIN1;VIELMIN2;VIELMIN3;VIELMINF;VIELMING;VOUGL.HG1;VOUGL.HG2;VOUGL.HG3;VOUGL.HG4
0.0;925.3;815.9;0.0;0.0;0.0;0.0;0.0;0.0;56.7;56.3;0.0;61.0;62.7;0.0;1131.8;0.0;0.0;0.0;4.4;6.1;4.2;0.0;0.0;0.0;38.9;39.5;0.0
0.0;925.8;833.9;0.0;1.3;1.3;1.3;0.0;0.0;56.2;56.0;0.0;60.8;62.2;0.0;1160.2;0.0;0.0;0.0;7.2;6.7;5.7;0.0;0.0;0.0;30.3;29.1;0.0
0.0;928.7;824.4;0.0;0.5;0.5;0.5;0.0;0.0;55.8;55.4;0.0;60.2;61.9;0.0;1117.4;0.0;0.0;0.0;8.6;9.7;5.6;0.0;0.0;0.0;0.0;0.0;0.0
0.0;924.4;819.3;0.0;0.0;0.0;0.0;0.0;0.0;56.3;0.0;0.0;0.0;60.5;0.0;1129.4;0.0;0.0;0.0;7.9;7.5;5.3;0.0;0.0;0.0;0.0;0.0;-62.7
0.0;926.8;814.7;0.0;0.2;0.2;0.2;0.0;0.0;56.2;0.0;0.0;0.0;60.0;0.0;1116.0;0.0;0.0;0.0;9.2;10.4;5.5;0.0;0.0;0.0;0.0;0.0;-65.5
0.0;923.9;822.4;0.0;2.0;2.0;2.0;0.0;0.0;56.6;0.0;0.0;0.0;60.7;0.0;1143.1;0.0;0.0;0.0;9.3;8.2;5.5;0.0;0.0;0.0;0.0;0.0;-65.4
0.0;927.5;839.5;0.0;0.3;0.3;0.3;0.0;0.0;56.5;56.1;0.0;60.9;61.4;0.0;1169.0;0.0;0.0;0.0;11.9;10.1;2.9;0.0;0.0;0.0;0.0;0.0;-65.2
0.0;927.9;879.0;0.0;0.0;0.0;0.0;0.0;0.0;56.9;56.2;0.0;61.4;61.9;0.0;1245.3;0.0;0.0;0.0;11.1;9.4;3.7;0.0;0.0;0.0;0.0;0.0;-65.0
0.0;931.3;851.1;0.0;0.0;0.0;0.0;0.0;0.0;54.0;53.5;0.0;58.8;60.4;0.0;1184.2;0.0;0.0;0.0;7.5;7.5;4.5;0.0;0.0;0.0;47.1;48.2;0.0
0.0;925.1;884.5;0.0;0.0;0.0;0.0;0.0;0.0;56.8;56.3;0.0;61.4;63.0;0.0;1263.0;0.0;0.0;0.0;8.4;8.6;4.6;0.0;0.0;0.0;50.0;49.2;0.0
0.0;926.3;880.1;0.0;0.0;0.0;0.0;0.0;0.0;56.5;55.1;0.0;59.6;61.3;0.0;1271.3;0.0;0.0;0.0;9.9;11.2;5.6;0.0;0.0;0.0;59.2;59.1;0.0
0.0;926.3;906.4;0.0;0.0;0.0;0.0;0.0;0.0;57.7;56.2;0.0;60.8;62.4;0.0;1244.6;0.0;0.0;0.0;12.0;12.4;7.3;0.0;0.0;0.0;49.1;48.9;0.0
103.1;925.8;910.4;0.0;0.0;0.0;0.0;0.0;0.0;58.5;57.1;0.0;61.7;63.2;0.0;1269.1;0.0;0.0;0.0;13.9;12.6;6.9;0.0;0.0;0.0;66.3;66.0;55.8
137.9;931.4;917.4;0.0;0.0;0.0;0.0;0.1;0.1;57.6;56.3;0.0;61.0;62.4;0.0;1226.3;0.0;0.0;0.0;8.3;7.9;8.5;0.2;0.2;0.0;49.5;53.6;-0.0
140.3;932.9;917.1;0.0;0.0;0.0;0.0;0.2;0.2;57.5;56.0;0.0;60.8;62.4;0.0;1310.6;0.0;0.0;0.0;5.4;6.7;5.2;0.5;0.5;0.0;41.6;41.0;0.0
141.4;930.7;913.0;0.0;0.9;0.9;0.9;0.3;0.3;57.2;56.1;0.0;61.8;63.0;0.0;1314.3;0.0;0.0;0.0;5.9;5.1;4.0;0.8;0.8;0.0;50.0;49.5;0.0
139.6;928.1;903.7;0.0;0.9;0.9;0.9;0.5;0.5;56.6;55.3;0.0;60.7;62.0;0.0;1310.8;0.0;0.0;0.0;5.2;5.4;4.4;1.1;1.1;0.0;41.1;40.0;0.0
141.0;930.5;904.7;0.0;0.7;0.7;0.7;0.6;0.6;56.3;54.9;0.0;60.7;61.9;0.0;1205.0;0.0;0.0;0.0;7.0;7.9;6.7;1.4;1.4;0.0;49.8;48.8;0.0
186.0;923.3;903.1;0.0;0.7;0.7;0.7;0.7;0.7;58.0;56.7;0.0;62.5;63.5;0.0;1194.6;0.0;0.0;0.0;10.8;8.2;9.9;1.6;1.6;0.0;43.1;43.4;0.0
233.0;925.7;900.6;0.0;0.5;0.5;0.5;0.8;0.8;56.2;55.1;0.0;61.0;62.0;0.0;1202.7;0.0;0.0;0.0;16.8;15.2;8.2;1.8;1.8;0.0;6.8;11.9;0.0
322.1;923.4;903.9;0.0;0.4;0.4;0.4;0.8;0.8;57.0;55.7;0.0;61.5;62.8;0.0;1194.2;0.0;0.0;0.0;11.1;13.6;8.8;2.0;2.0;0.0;0.0;0.0;-64.9
382.1;921.8;900.0;0.0;1.3;1.3;1.3;0.9;0.9;55.2;0.0;0.0;0.0;58.9;0.0;1083.2;0.0;0.0;0.0;7.3;9.7;5.4;2.1;2.1;0.0;0.0;0.0;-67.0
439.7;918.8;894.9;0.0;1.5;1.5;1.5;0.9;0.9;55.7;0.0;0.0;0.0;59.7;0.0;1103.0;0.0;0.0;0.0;5.2;7.7;7.0;2.2;2.2;0.0;0.0;0.0;-66.2
499.4;918.1;896.5;0.0;1.0;1.0;1.0;0.9;0.9;58.5;0.0;0.0;0.0;0.0;0.0;1179.2;0.0;0.0;0.0;4.8;4.1;3.5;2.2;2.2;0.0;0.0;0.0;0.0
545.6;922.8;899.4;0.0;0.9;0.9;0.9;0.9;0.9;60.5;0.0;0.0;0.0;0.0;0.0;1183.1;0.0;0.0;0.0;5.4;5.3;6.1;2.2;2.2;0.0;0.0;0.0;0.0
620.1;914.4;892.0;0.0;1.1;1.1;1.1;0.9;0.9;59.9;0.0;0.0;0.0;0.0;0.0;1135.5;0.0;0.0;0.0;5.7;5.6;3.4;2.1;2.1;0.0;0.0;0.0;-66.1
675.1;919.0;893.9;0.0;1.9;1.9;1.9;0.9;0.9;60.2;0.0;0.0;0.0;0.0;0.0;1177.4;0.0;0.0;0.0;3.8;5.6;3.6;2.1;2.1;0.0;0.0;0.0;-64.6
731.4;926.3;901.5;0.0;1.8;1.8;1.8;0.8;0.8;59.7;0.0;0.0;0.0;0.0;0.0;1226.3;0.0;0.0;0.0;4.7;4.5;2.5;1.9;1.9;0.0;0.0;0.0;-65.2
764.9;919.1;893.2;0.0;2.2;2.2;2.2;0.7;0.7;55.9;0.0;0.0;0.0;59.8;0.0;1188.4;0.0;0.0;0.0;6.3;4.5;4.7;1.7;1.7;0.0;0.0;0.0;0.0
832.1;917.2;891.6;0.0;1.7;1.7;1.7;0.7;0.7;56.3;0.0;0.0;0.0;60.8;0.0;1275.6;0.0;0.0;0.0;4.5;4.1;2.7;1.5;1.5;0.0;0.0;0.0;0.0
883.8;920.7;890.5;0.0;0.0;0.0;0.0;0.6;0.6;57.0;0.0;0.0;61.6;61.7;0.0;1108.9;0.0;0.0;0.0;5.4;4.1;3.3;1.3;1.3;0.0;0.0;0.0;0.0
903.3;917.1;866.8;0.0;0.0;0.0;0.0;0.4;0.4;56.3;0.0;0.0;60.8;61.8;0.0;1199.6;0.0;0.0;0.0;5.4;7.0;3.3;1.0;1.0;0.0;0.0;0.0;0.0
908.5;916.0;840.5;0.0;0.0;0.0;0.0;0.3;0.3;55.0;54.5;0.0;59.4;60.9;0.0;1229.4;0.0;0.0;0.0;5.7;5.0;3.1;0.7;0.7;0.0;0.0;55.2;0.0
906.7;915.1;859.8;0.0;0.0;0.0;0.0;0.2;0.2;58.0;57.8;0.0;62.1;62.8;0.0;1206.7;0.0;0.0;0.0;3.8;4.5;2.4;0.4;0.4;0.0;0.0;42.8;0.0
919.1;924.0;846.5;0.0;0.0;0.0;0.0;0.1;0.1;56.4;56.1;0.0;60.7;62.2;0.0;1184.7;0.0;0.0;0.0;3.4;3.0;1.9;0.2;0.2;0.0;65.3;64.6;53.1
917.9;922.1;857.4;0.0;0.0;0.0;0.0;0.0;0.0;55.7;55.1;0.0;59.6;61.3;0.0;1295.8;0.0;0.0;0.0;3.2;3.3;2.3;0.1;0.1;0.0;66.5;66.1;55.5
916.9;924.6;858.8;0.0;0.0;0.0;0.0;0.0;0.0;56.3;56.2;0.0;60.8;62.3;0.0;1299.4;0.0;0.0;0.0;3.9;3.7;1.6;0.0;0.0;0.0;66.6;65.8;55.2
916.9;924.6;836.9;0.0;0.0;0.0;0.0;0.0;0.0;55.4;55.3;0.0;59.9;61.2;0.0;1300.9;0.0;0.0;0.0;4.6;4.6;2.7;0.0;0.0;0.0;65.8;65.7;55.1
919.7;925.7;813.4;0.0;0.0;0.0;0.0;0.0;0.0;55.1;54.5;0.0;59.4;60.7;0.0;1304.3;0.0;0.0;0.0;5.0;5.8;2.5;0.0;0.0;0.0;38.3;38.2;0.0
920.3;926.5;818.1;0.0;0.0;0.0;0.0;0.0;0.0;56.5;56.2;0.0;61.0;62.2;0.0;1141.6;0.0;0.0;0.0;5.7;5.7;2.5;0.0;0.0;0.0;0.0;39.7;0.0
911.4;917.4;829.0;0.0;0.0;0.0;0.0;0.0;0.0;56.0;55.5;0.0;60.3;61.6;0.0;1184.5;0.0;0.0;0.0;5.5;5.7;2.7;0.0;0.0;0.0;0.0;49.2;0.0
920.7;928.3;853.5;0.0;0.0;0.0;0.0;0.0;0.0;56.6;55.5;0.0;60.7;60.6;0.0;1213.1;0.0;0.0;0.0;5.7;6.2;4.6;0.0;0.0;0.0;64.9;64.6;55.5
921.0;927.4;856.8;0.0;0.0;0.0;0.0;0.0;0.0;58.0;57.0;0.0;62.2;62.0;0.0;1208.5;0.0;0.0;0.0;6.8;6.5;3.2;0.0;0.0;0.0;51.7;50.7;32.6
916.9;924.4;859.2;0.0;0.0;0.0;0.0;0.0;0.0;58.1;57.0;0.0;62.1;62.1;0.0;1222.0;0.0;0.0;0.0;6.2;6.4;4.0;0.0;0.0;0.0;50.2;50.0;0.0
918.5;925.7;844.9;0.0;0.0;0.0;0.0;0.0;0.0;57.6;56.5;0.0;61.8;61.9;0.0;1197.8;0.0;0.0;0.0;4.6;3.5;1.8;0.0;0.0;0.0;49.3;48.8;0.0
917.0;924.2;859.9;0.0;0.0;0.0;0.0;0.0;0.0;57.6;56.8;0.0;61.7;61.7;0.0;1253.8;0.0;0.0;0.0;3.8;3.2;0.9;0.0;0.0;0.0;49.3;49.3;0.0
918.2;923.1;841.7;0.0;0.0;0.0;0.0;0.0;0.0;57.3;56.5;0.0;61.5;61.4;0.0;1180.3;0.0;0.0;0.0;4.6;4.0;1.2;0.0;0.0;0.0;30.8;30.2;0.0
920.3;925.2;852.0;0.0;0.0;0.0;0.0;0.0;0.0;57.2;56.2;0.0;61.5;61.3;0.0;1197.7;0.0;0.0;0.0;4.3;4.2;2.4;0.0;0.0;0.0;0.0;0.0;0.0
