AISER3SAUX.1;AISER3TSNCF.1;AUXON3TR312;AUXON3TR313;B.ROC3G1;B.ROC3G2;B.ROC3X1;B.ROC3X2;BEON3 TR311;BOCTO7N.SE5-Y71G;BOCTO7N.SE5-Y71H;BUGEY1TS2;BUGEY1TS3;BUGEY1TS4;BUGEY1TS5;BXNE3 TR311;BXNE3 TR313;BXNE53G1;C.FOU3TR311;C.FOU3TR313;C.REG3TR314;C.REG6TR613;C.REG6TR614;C.REG6TR615;C.SAU3TR311;C.SAU3TR312;CHAGN3TSNCF.1;CHAGN3X1;CHAL53G1;CHALO3TR311;CHALO3TR312;CHALO3TR313;CIZE6 T611SNCF;CIZE6 T612SNCF;COLLO3TSNCF.1;COMMU6TR612;COMMU6TR613;COMMU6TSNCF.1;CORGO3SAUX.1;CORGO3TSNCF.1;COUCH3TR312;CPVAN3TR311;CPVAN3TR312;CUISE3TR311;CURTI6TSNCF.1;CURTI6TSNCF.2;FRON53SAUX.1;FRON53TSNCF.1;FTAIN3TSNCF.1;G.CHE3TR311;G.CHE3TR312;GENLI3TR311;GENLI3TR312;GEVRE3G1;GEVRE3X1;GEVRE3X2;KIR3  TR311;KIR3  TR312;LOUHA3TR312;LOUHA3TR313;MACON6TR611;MACON6TR612;MERVA3SAUX.1;MERVA3TSNCF;MEURS3G1;MEURS3SAUX.1;MOLLE3TR311;MOLLE3TR313;MTAGN3TR311;MTAGN3TR313;N.GEO3TR311;N.GEO3TR312;N.SE17TS1;N.SE27TS2;NAVIL3SAUX.1;NAVIL3TSNCF;P.SAO3TR311;P.SAO3TR312;PERRI3G1;PERRI3G2;PERRI3G3;PYMON6TR613.C;PYMON6TR613.F;PYMON6TR614.C;PYMON6TR614.F;RIBAU3TSNCF.1;ROMEL3TR311;ROMEL3TR312;RONCI3SAUX.1;RONCI3TSNCF.1;SAISS3T311;SAISS3T312;SSUSU3SAUX.1;SSUSU3TSNCF;TAVAU6T10.T32;TAVAU6T7.T9.T31;TILLE3TSNCF.1;VELAR3G1;VELAR3G2;VIELM3TR311;VIELM3TR312;VIELM3TR313;VOSNE3SAUX.1;VOSNE3TSNCF.1;VOUGL3T311S.A.;.VERBL61GEN.P;.VERBL62GEN.P;ARBOIL31CPVAN;ARLODL61GEN.P;B.TOLL71GEN.P;BLYE L31SAISS;BOCTOL71MORBR;BOCTOL72MORBR;BOISSL61C.FO6;BOISSL61CUS.P;BOISSL61MEUNI;BOISSL61MEYZI;BOISSL62CUS.P;BOISSL62MIONS;BOISSL63SSV.E;BOISSY631;BOISSY632;BOISSY633;BOISSY761;BOISSY762;BREU5L61H.PAU;BREVAL31CPVAN;C.REGL31COUB6;C.REGL31LAVOI;C.REGL31MARC6;C.REGL31SSAPO;C.REGL32LAVOI;C.REGL32MARC6;C.REGL33LAVOI;C.ROYL31CHALO;CBRY L71M.SEI;CHA.NL31CHALO;CHA.NL32CHALO;CHA.NL33CHALO;CHAFFL71SSV.O;CHAFFL72SSV.O;CHAFFL73SSV.O;CHAFFL74SSV.O;CHALOL31CHAL6;CHALOL31SENNE;CHALOL32VAREN;CHANCL32VOUGL;CHARPL71SSV.O;CHARPL72SSV.O;CHAV6L61GEN.P;CHESNL71M.SEI;CHESNL72M.SEI;CORNIL62GEN.P;CORNIL71GEN.P;CPDIVL32CPVAN;CPNOLL61GEN.P;CPVANL31MESNA;CPVANL31ZBRE6;CRENEL71REVIG;CRENEY766;CRENEY778;CREYSL71G.ILE;CREYSL72G.ILE;CRIMOL31ZCRIM;DARCEL61VIELM;F.FREL71M.SEI;FLEYRY631;FLEYRY632;FRASNL71GEN.P;G.CHEL31SSAM6;G.CHEL31SSAM7;GEN.PL61SERRI;GEN.PL61ZCRUS;GEN.PY711;GROSNY711;GUEUGY631;GUEUGY632;GUEUGY633;H.PAUY634;H.PAUY635;H.PAUY651;H.PAUY652;H.PAUY712;HOUDRL71M.SEI;HOUDRL72M.SEI;IZERNY631;IZERNY633;JOUX L61ZJOUX;L.SAUL31PYMON;L.SAUL32PYMON;L.SAUL33PYMON;M.SEIY741;M.SEIY742;M.SEIY743;M.SEIY744;MACONY631;MACONY632;MACONY633;MAGNYL31TRIEY;MOREZL31SAISS;P.BERL31PERRI;P.BERL31ROMEL;SARRYL61VIELM;SAULIL31VIELM;SEREIL71VIELM;SSCL5L31VOUGL;VENARL31VIELM;VERREL31VIELM;VERREL32VIELM;VIELML31ZE.CR;VIELML31ZPOIS;VIELMY711;VOUGLL31ZS.M5;VOUGLL32ZP.SA
1.6;1.6;-0.8;-0.8;0.2;0.2;0.2;0.2;-0.4;-12.7;-7.4;13.0;10.1;16.0;0.0;-1.8;-1.8;0.0;-1.5;-1.5;-1.8;1.2;4.4;1.5;0.2;0.2;0.2;0.2;1.0;-3.7;0.0;-3.7;-1.8;-1.8;-0.5;0.0;0.0;-3.6;-1.5;-1.5;-5.3;-10.4;-10.4;-2.1;0.0;-2.2;0.1;0.1;0.8;1.1;1.1;-0.2;-0.2;0.3;0.3;0.3;-0.9;-0.9;-0.3;-0.3;1.3;0.0;0.2;0.2;-0.2;-0.2;-1.1;-1.1;1.0;1.0;-1.2;-1.2;20.0;20.0;0.2;0.2;-1.5;-1.5;0.0;0.0;0.0;0.0;0.0;-0.9;-0.9;13.3;0.3;0.3;-1.4;-1.4;-0.4;-0.4;-0.1;-0.1;28.7;28.7;0.0;-0.1;-0.1;-5.2;-5.2;-5.2;-0.4;-0.4;-2.4;0.0;-84.7;-5.2;0.0;-6.9;0.1;-134.0;-132.1;14.0;-68.3;-4.2;1.2;-4.8;55.3;5.1;0.9;-1.2;-24.7;37.0;0.0;10.8;-0.0;0.0;-2.0;-6.0;-2.4;-4.0;-4.7;-2.7;-3.0;-18.8;1.1;1.1;0.4;0.0;19.0;18.6;18.6;0.1;-2.4;-2.0;7.3;-1.3;-1.7;-12.4;-1.8;-1.9;-6.7;9.0;0.0;0.0;-4.8;-0.3;-20.1;-91.1;0.0;0.0;34.2;-0.7;3.0;-30.2;-4.0;-4.3;-65.2;0.6;1.1;9.4;-9.0;66.0;67.5;0.0;-7.2;-8.2;-1.3;-13.5;2.2;2.2;67.1;-72.8;-72.8;-13.5;-4.3;0.0;-1.9;-0.0;-1.9;0.0;-8.4;-31.0;-16.9;-7.6;0.0;-8.0;-2.4;-1.6;-2.0;0.0;24.4;-7.2;22.4;2.3;-1.8;-2.7;-2.8;-5.3;-0.5;68.5;6.3;1.5
1.9;1.9;-0.9;-0.9;0.2;0.2;0.2;0.2;-0.8;-12.0;-7.0;13.0;9.1;16.0;0.0;-1.7;-1.7;0.0;-1.6;-1.6;-0.9;0.9;3.5;1.4;-0.2;-0.2;0.3;0.3;0.9;-4.1;0.0;-4.1;-2.8;-2.8;-0.5;0.0;0.0;-3.9;-1.5;-1.5;-4.3;-9.0;-9.0;-2.1;0.0;-1.8;-0.2;-0.2;0.7;1.2;1.2;-0.1;-0.1;0.1;0.1;0.1;-1.5;-1.5;-0.5;-0.5;1.6;0.0;-0.2;-0.2;-0.3;-0.3;-1.0;-1.0;0.6;0.6;-0.9;-0.9;20.0;20.0;0.2;0.2;-1.4;-1.4;0.0;0.0;0.0;0.0;0.0;-0.9;-0.6;12.0;0.5;0.5;-1.7;-1.7;-0.7;-0.7;0.4;0.4;28.8;28.8;0.0;-0.0;-0.0;-5.5;-5.5;-5.5;-0.6;-0.6;-4.2;0.0;-87.4;-5.6;0.0;-17.2;0.1;-132.1;-130.1;13.6;-68.1;-3.4;1.9;-4.9;54.7;4.4;0.7;-1.4;-25.6;37.5;0.0;23.0;-0.0;0.0;-2.2;-5.8;-2.0;-4.1;-4.5;-2.8;-3.1;-14.4;1.3;1.3;0.4;0.0;15.9;15.5;15.5;0.1;-2.5;-2.0;7.0;3.9;3.5;-16.1;0.7;0.6;-6.1;10.2;0.0;0.0;-5.2;-0.6;-25.1;-98.3;0.0;0.0;28.7;-0.7;2.7;-29.6;-4.8;-5.0;-80.2;0.7;0.9;9.0;-8.3;66.2;67.5;0.0;-5.4;-6.5;-2.9;-19.1;2.4;2.4;67.0;-76.6;-76.6;-7.4;-7.8;-1.0;-2.3;-0.0;-2.3;0.0;-11.0;-27.8;-13.0;-8.2;0.0;-8.6;-2.5;-1.4;-1.9;0.0;26.0;-6.7;27.7;3.2;-1.9;-2.4;-2.5;-5.3;-0.5;68.5;6.1;2.5
2.4;2.4;-1.2;-1.2;0.2;0.2;0.2;0.2;-0.8;-13.9;-8.2;13.0;8.0;16.0;0.0;-2.3;-2.3;0.0;-1.7;-1.7;-1.9;1.4;4.3;1.4;0.1;0.1;0.5;0.5;0.8;-4.2;0.0;-4.2;-2.2;-2.2;-0.2;0.0;0.0;-5.4;0.1;0.1;-3.0;-9.6;-9.6;-1.9;0.0;-2.5;-0.2;-0.2;0.9;1.0;1.0;-0.1;-0.1;0.2;0.2;0.2;-1.3;-1.3;-0.6;-0.6;1.3;0.0;-0.2;-0.2;-0.4;-0.4;-1.0;-1.0;-0.9;-0.9;-1.3;-1.3;20.0;20.0;0.3;0.3;-1.4;-1.4;0.0;0.0;0.0;0.0;0.0;-1.5;-1.0;11.5;0.3;0.3;-1.7;-1.7;-0.4;-0.4;0.1;0.1;28.6;28.6;0.0;-0.0;-0.0;-4.9;-4.9;-4.9;0.0;0.0;-4.6;0.0;-82.7;-4.8;0.0;-14.9;0.1;-132.2;-130.3;13.8;-68.4;-3.0;0.9;-4.9;54.0;4.2;0.5;-1.6;-25.0;37.4;0.0;32.0;-0.0;0.0;-2.2;-5.9;-2.0;-4.1;-4.6;-2.8;-3.1;-8.6;1.2;1.2;0.3;0.0;4.8;4.6;4.6;0.1;-2.5;-2.0;7.0;8.7;8.3;-25.7;-2.5;-2.6;-8.2;7.4;0.0;0.0;-4.5;-1.0;-25.5;-99.6;0.0;0.0;18.2;-0.2;2.7;-30.0;-4.9;-5.1;-80.5;0.7;0.9;6.8;-10.3;66.2;67.4;0.0;-5.0;-6.0;-0.8;-18.9;2.5;2.5;66.8;-74.3;-74.3;-7.4;-7.9;-1.9;-2.0;-0.0;-2.0;0.0;-8.6;-28.0;-17.3;-8.2;0.0;-8.6;-2.5;-1.8;-1.6;0.0;25.9;-7.0;26.6;3.0;-2.2;-2.8;-2.9;-5.0;-0.5;68.5;6.1;2.6
2.0;2.0;-0.8;-0.8;0.1;0.1;0.1;0.1;-0.9;-13.2;-7.8;13.0;7.8;16.0;0.0;-2.2;-2.2;0.0;-1.8;-1.8;-2.0;1.1;4.3;1.7;0.1;0.1;0.4;0.4;1.0;-4.4;0.0;-4.4;-1.9;-1.9;-0.6;0.0;0.0;-4.6;-0.2;-0.2;-2.7;-10.3;-10.3;-2.1;0.0;-2.4;-0.5;-0.5;1.2;1.2;1.2;-0.1;-0.1;0.1;0.1;0.1;-1.5;-1.5;-0.4;-0.4;-0.1;0.0;0.3;0.3;-0.4;-0.4;-0.9;-0.9;-0.8;-0.8;-1.1;-1.1;20.0;20.0;0.4;0.4;-1.4;-1.4;0.0;0.0;0.0;0.0;0.0;-1.0;-0.7;13.3;0.6;0.6;-1.7;-1.7;-0.5;-0.5;-0.1;-0.1;28.9;28.9;0.0;0.0;0.0;-5.7;-5.7;-5.7;-0.2;-0.2;-3.7;0.0;-86.0;-4.9;0.0;-25.7;0.1;-121.2;-119.5;13.6;-68.4;-3.8;2.8;-4.9;51.9;4.5;0.9;-1.2;-25.7;39.1;0.0;3.9;-0.0;0.0;-2.3;-6.1;-2.0;-4.0;-5.1;-2.7;-3.1;-1.9;1.4;1.4;-0.0;0.0;-1.9;-2.0;-2.1;-0.2;-2.4;-1.6;7.1;17.5;16.9;-29.8;13.1;12.9;-9.8;3.6;0.0;0.0;-4.5;-1.9;-29.9;-94.9;0.0;0.0;10.4;-0.6;1.4;-46.0;-5.4;-5.6;-67.8;0.7;0.9;7.1;-12.0;66.2;67.5;0.0;-4.0;-5.0;-3.4;-14.0;2.0;2.0;67.3;-62.1;-62.1;-7.6;-8.1;-1.7;-2.0;-0.0;-2.0;0.0;-8.4;-32.5;-16.9;-11.0;0.0;-1.1;-2.9;-2.2;-1.0;0.0;30.4;-7.1;35.5;1.9;-1.6;-3.2;-3.3;-5.4;-0.5;68.5;6.1;1.0
2.4;2.4;-1.7;-1.7;0.2;0.2;0.2;0.2;-0.8;-11.8;-7.2;13.0;8.5;16.0;0.0;-1.7;-1.7;0.0;-1.3;-1.3;-1.6;0.8;3.0;1.0;-0.4;-0.4;0.5;0.5;0.9;-3.9;0.0;-3.9;-1.9;-1.9;0.6;0.0;0.0;-4.7;-1.5;-1.5;-1.2;-8.0;-8.0;-2.2;0.0;-2.5;-0.1;-0.1;1.3;1.0;1.0;-0.7;-0.7;0.0;0.0;0.0;-1.5;-1.5;-0.7;-0.7;1.7;0.0;0.4;0.4;-0.5;-0.5;-0.8;-0.8;0.5;0.5;-1.0;-1.0;20.0;20.0;0.0;0.0;-1.9;-1.9;0.0;0.0;0.0;0.0;0.0;-0.4;-0.3;11.0;0.7;0.7;-2.6;-2.6;-0.6;-0.6;-0.1;-0.1;30.0;30.0;0.0;-0.2;-0.2;-5.8;-5.8;-5.8;-0.5;-0.5;-5.3;0.0;-79.4;-6.3;0.0;-38.2;0.1;-124.7;-122.9;13.3;-67.1;-5.1;4.2;-4.9;53.3;5.3;0.6;-1.5;-25.7;40.1;0.0;4.4;-0.0;0.0;-2.4;-6.4;-2.4;-4.0;-5.8;-2.7;-3.1;1.0;1.6;1.6;0.0;0.0;-10.4;-10.4;-10.4;-0.2;-2.7;-2.0;7.1;12.3;11.7;-16.8;9.2;9.1;-7.2;1.2;0.0;0.0;-5.7;-2.1;-36.8;-93.4;0.0;0.0;22.4;1.5;1.1;-59.7;-5.3;-5.5;-57.3;0.7;0.9;8.7;-9.4;66.4;67.9;0.0;-10.3;-11.2;-3.7;-20.0;2.5;2.5;67.7;-52.9;-52.9;-7.3;-7.8;0.0;-2.2;-0.0;-2.2;0.0;-10.8;-28.4;-12.7;-8.6;0.0;-9.0;-5.0;-1.8;-2.0;0.0;30.9;-7.2;34.7;3.0;-1.5;-2.9;-3.0;-5.4;-0.5;68.7;6.1;2.3
1.5;1.5;-1.0;-1.0;0.1;0.1;0.1;0.1;-0.9;-12.5;-7.2;13.0;6.8;16.0;0.0;-2.1;-2.1;0.0;-1.7;-1.7;-1.8;1.1;4.1;1.7;-0.1;-0.1;0.5;0.5;1.1;-4.4;0.0;-4.4;-2.3;-2.3;-0.6;0.0;0.0;-4.6;-0.7;-0.7;-3.2;-7.5;-7.5;-2.0;0.0;-2.5;-0.1;-0.1;1.3;1.2;1.2;-0.2;-0.2;0.1;0.1;0.1;-1.6;-1.6;-0.4;-0.4;1.6;0.0;-0.0;-0.0;-0.4;-0.4;-1.0;-1.0;-0.4;-0.4;-1.1;-1.1;20.0;20.0;0.2;0.2;-1.6;-1.6;0.0;0.0;0.0;0.0;0.0;-0.8;-0.5;9.3;0.6;0.6;-1.5;-1.5;-0.7;-0.7;-0.0;-0.0;29.3;29.3;0.0;-0.1;-0.1;-5.6;-5.6;-5.6;0.0;0.0;-3.0;0.0;-72.7;-5.6;0.0;-35.9;0.1;-116.2;-114.7;13.3;-67.1;-4.5;3.6;-4.9;52.2;5.3;0.7;-1.4;-25.9;40.1;0.0;4.0;-0.0;0.0;-2.4;-6.2;-2.4;-4.1;-5.7;-2.8;-3.0;0.8;1.7;1.7;-0.1;0.0;-9.9;-10.0;-10.0;-0.3;-2.4;-1.6;6.6;16.7;16.2;-18.4;18.7;18.5;-6.0;-2.4;0.0;0.0;-5.1;-1.9;-29.5;-93.9;0.0;0.0;2.7;-0.6;0.6;-58.1;-4.7;-5.0;-64.7;0.6;-0.0;8.2;-8.0;66.4;67.6;0.0;-5.9;-6.9;-2.0;-14.0;1.9;1.9;67.3;-53.2;-53.2;-7.2;-7.6;-0.2;-2.4;-0.0;-2.4;0.0;-10.8;-27.4;-12.7;-8.6;0.0;-9.0;-2.7;-2.1;-1.1;0.0;31.0;-7.1;37.7;2.5;-1.9;-3.2;-3.2;-5.5;-0.5;68.5;5.7;2.1
1.2;1.2;-1.0;-1.0;0.2;0.2;0.2;0.2;-0.9;-13.3;-7.4;13.0;7.9;16.0;0.0;-1.2;-1.2;0.0;-1.7;-1.7;-1.3;1.1;4.6;1.4;-0.2;-0.2;0.5;0.5;1.2;-4.0;0.0;-4.0;-2.1;-2.1;-0.6;0.0;0.0;-4.8;-2.2;-2.2;-1.8;-8.9;-8.9;-1.9;0.0;-2.2;-0.2;-0.2;1.2;1.1;1.1;-0.2;-0.2;0.2;0.2;0.2;-1.2;-1.2;-0.3;-0.3;-0.1;0.0;0.2;0.2;-0.5;-0.5;-1.2;-1.2;1.0;1.0;-1.0;-1.0;20.0;20.0;0.2;0.2;-1.4;-1.4;0.0;0.0;0.0;0.0;0.0;-0.8;-0.6;11.4;0.9;0.9;-1.4;-1.4;-0.6;-0.6;-0.2;-0.2;28.9;28.9;0.0;-0.2;-0.2;-5.4;-5.4;-5.4;-1.0;-1.0;-2.3;0.0;-72.5;-5.6;0.0;-36.7;0.1;-120.6;-118.9;13.4;-67.0;-3.7;3.1;-4.9;51.7;6.2;0.6;-1.5;-25.9;38.3;0.0;4.3;-0.0;0.0;-2.3;-6.0;-2.0;-3.9;-5.3;-2.7;-3.1;4.5;1.8;1.8;-0.0;0.0;-4.0;-4.1;-4.1;-0.2;-2.8;-1.6;6.7;22.2;21.6;-18.4;13.6;13.5;-6.5;-2.0;0.0;0.0;-5.2;-1.2;-35.4;-93.2;0.0;0.0;2.0;-1.1;1.3;-60.8;-4.8;-5.0;-61.5;0.6;-0.0;9.4;-8.6;66.4;67.7;0.0;-10.8;-11.8;-3.8;-15.2;1.8;1.8;67.5;-51.9;-51.9;-6.9;-7.3;-0.4;-2.2;-0.0;-2.2;0.0;-10.8;-27.7;-12.7;-10.6;0.0;-0.8;-2.4;-2.1;-2.5;0.0;30.0;-6.9;35.4;2.4;-1.9;-2.9;-3.0;-5.5;-0.5;68.6;5.8;1.9
2.3;2.3;-1.8;-1.8;0.1;0.1;0.1;0.1;-0.6;-13.5;-7.6;13.0;7.3;16.0;0.0;-1.7;-1.7;0.0;-1.6;-1.6;-0.4;0.6;3.4;1.3;-0.5;-0.5;0.4;0.4;1.0;-4.2;0.0;-4.2;-2.3;-2.3;0.9;0.0;0.0;-4.3;-1.2;-1.2;-3.7;-8.4;-8.4;-1.1;0.0;-2.3;-0.1;-0.1;0.6;1.2;1.2;-0.6;-0.6;0.1;0.1;0.1;-1.3;-1.3;-0.3;-0.3;1.5;0.0;-0.4;-0.4;-0.2;-0.2;-1.2;-1.2;0.2;0.2;-0.8;-0.8;20.0;20.0;0.3;0.3;-1.6;-1.6;0.0;0.0;0.0;0.0;0.0;-0.3;-0.3;11.8;1.1;1.1;-2.6;-2.6;-0.6;-0.6;0.5;0.5;28.8;28.8;0.2;-0.1;-0.1;-5.2;-5.2;-5.2;-0.1;-0.1;-5.1;0.0;-75.0;-5.4;0.0;-31.6;0.1;-99.9;-98.8;13.9;-66.9;-1.5;3.5;-4.9;49.1;5.9;0.6;-1.5;-25.3;35.2;0.0;5.2;-0.0;0.0;-2.2;-6.2;-2.0;-3.9;-5.6;-2.6;-3.1;11.5;1.5;1.5;0.3;0.0;-2.6;-2.7;-2.7;0.1;-2.1;-1.6;7.0;21.5;20.9;-19.7;17.5;17.4;-5.6;-0.2;0.0;0.0;-5.0;-0.5;-31.0;-87.6;0.0;0.0;0.5;1.5;3.8;-48.6;-4.2;-4.4;-61.0;0.6;-0.0;9.2;-7.5;66.5;67.5;0.0;-4.6;-5.6;-3.6;-18.4;2.7;2.7;67.3;-54.7;-54.7;-6.5;-6.9;-0.1;-2.0;-0.0;-2.0;0.0;-10.2;-25.8;-11.7;-7.1;0.0;-7.4;-4.4;-1.9;-1.7;0.0;30.6;-6.3;38.6;3.3;-1.9;-3.3;-3.3;-5.2;-0.5;68.4;6.1;2.6
2.0;2.0;-1.5;-1.5;0.2;0.2;0.2;0.2;-0.6;-14.0;-8.2;13.0;7.9;16.0;0.0;-1.6;-1.6;0.0;-1.7;-1.7;-1.4;0.7;4.0;1.2;0.1;0.1;0.4;0.4;0.7;-3.3;0.0;-3.3;-2.5;-2.5;0.4;0.0;0.0;-3.8;-1.0;-1.0;-3.8;-8.6;-8.6;-1.9;0.0;-2.5;0.0;0.0;0.2;1.2;1.2;-0.7;-0.7;0.1;0.1;0.1;-1.4;-1.4;-0.3;-0.3;1.7;0.0;0.8;0.8;-0.2;-0.2;-1.3;-1.3;0.3;0.3;-0.7;-0.7;20.0;20.0;0.2;0.2;-1.5;-1.5;0.0;0.0;0.0;0.0;0.0;-0.4;-0.4;12.0;1.1;1.1;-2.3;-2.3;-0.3;-0.3;-0.6;-0.6;28.4;28.4;0.0;-0.1;-0.1;-5.1;-5.1;-5.1;-0.5;-0.5;-5.1;0.0;-80.8;-4.8;0.0;-21.9;0.1;-99.5;-98.4;14.3;-67.1;-0.2;2.2;-4.8;48.1;6.1;0.9;-1.2;-24.6;31.7;0.0;25.3;-0.0;0.0;-2.1;-5.9;-1.6;-3.9;-5.6;-2.7;-3.1;10.8;1.5;1.4;0.2;0.0;16.2;15.9;15.9;0.0;-2.1;-1.6;7.2;20.8;20.3;-20.0;8.7;8.6;-7.7;2.2;0.0;0.0;-4.4;-0.4;-23.3;-84.3;0.0;0.0;14.8;1.1;7.2;-40.9;-3.5;-3.7;-72.4;0.6;0.0;8.4;-9.7;66.4;67.2;0.0;-8.7;-9.6;-3.7;-14.5;1.7;1.7;66.8;-68.9;-68.9;-5.7;-6.1;-1.5;-1.3;-0.0;-1.3;0.0;-7.7;-30.9;-15.7;-7.0;0.0;-7.3;-4.4;-2.0;-1.1;0.0;26.9;-6.1;29.5;3.0;-1.7;-3.1;-3.2;-5.2;-0.5;68.2;6.2;2.2
1.9;1.9;-1.4;-1.4;0.2;0.2;0.2;0.2;-0.7;-14.0;-8.2;13.0;7.7;16.0;0.0;-1.5;-1.5;0.0;-1.7;-1.7;-0.9;0.0;3.0;0.8;-0.3;-0.3;0.4;0.4;0.3;-2.9;0.0;-2.9;-2.7;-2.7;0.5;0.0;0.0;-6.3;-0.8;-0.8;-4.1;-8.8;-8.8;-1.1;0.0;-2.9;0.1;0.1;0.3;1.2;1.2;-0.5;-0.5;0.1;0.1;0.1;-1.8;-1.8;-0.1;-0.1;1.0;0.0;0.3;0.3;-0.1;-0.1;-0.7;-0.7;0.1;0.1;-0.5;-0.5;20.0;20.0;0.4;0.4;-1.4;-1.4;0.0;0.0;0.0;0.0;0.0;0.0;-1.1;14.2;1.3;1.3;-2.2;-2.2;-0.2;-0.2;-0.4;-0.4;28.0;28.0;0.0;-0.0;-0.0;-5.1;-5.1;-5.1;-0.2;-0.2;-7.1;0.0;-93.6;-4.5;0.0;-17.0;0.1;-100.3;-99.2;15.2;-66.0;-0.7;0.7;-4.8;50.7;6.0;1.4;-0.7;-23.6;27.9;0.0;36.1;-0.0;0.0;-2.0;-5.8;-1.6;-3.8;-5.7;-2.6;-2.8;1.0;1.4;1.4;0.6;0.0;32.4;31.8;31.8;0.4;-1.3;-0.8;7.3;3.8;3.4;-3.3;0.5;0.5;-6.6;14.0;0.0;0.0;-4.1;-0.5;-19.6;-83.5;0.0;0.0;31.3;2.0;5.6;-35.6;-2.5;-2.7;-71.6;0.6;0.6;9.8;-8.5;65.9;66.9;0.0;-2.2;-3.2;-3.4;-17.7;2.5;2.5;66.4;-65.0;-65.0;-6.0;-6.4;0.5;-0.9;-0.0;-0.9;0.0;-7.3;-24.1;-15.0;-5.9;0.0;-6.2;-4.0;-1.2;-0.5;0.0;22.7;-5.3;22.5;3.5;-1.5;-3.7;-3.7;-4.8;-0.5;68.1;6.3;2.5
